time, x, y, heading, vel_x, vel_y, vel_heading,
6.712, 0.455109, 0.00679479, -0.112525, 0.0753782, -0.00814475, -0.0051187, 
6.72, 0.455712, 0.00672982, -0.112567, 0.0753774, -0.00812122, -0.00518446, 
6.728, 0.456305, 0.00666274, -0.112561, 0.0741815, -0.00838567, 0.000740446, 
6.736, 0.456899, 0.00659565, -0.112555, 0.0741777, -0.00838608, 0.000765748, 
6.744, 0.457492, 0.00652857, -0.112548, 0.0741772, -0.00838544, 0.00077691, 
6.752, 0.458085, 0.00646149, -0.112542, 0.0741771, -0.00838474, 0.000785818, 
6.76, 0.458693, 0.00639278, -0.112544, 0.0759888, -0.00858883, -0.000254434, 
6.768, 0.459301, 0.00632406, -0.112546, 0.0759947, -0.00858955, -0.000265361, 
6.776, 0.459909, 0.00625534, -0.112549, 0.0759958, -0.00858975, -0.000272353, 
6.784, 0.460517, 0.00618662, -0.112551, 0.0759961, -0.00858989, -0.000278046, 
6.792, 0.461119, 0.00611861, -0.11257, 0.0752264, -0.00850128, -0.00247041, 
6.8, 0.461721, 0.0060506, -0.112591, 0.0752229, -0.00850135, -0.00253328, 
6.808, 0.462323, 0.00598287, -0.112612, 0.0752221, -0.00846657, -0.00261941, 
6.816, 0.462924, 0.00591539, -0.112633, 0.0752216, -0.00843478, -0.00269225, 
6.824, 0.463529, 0.00584957, -0.112682, 0.0755269, -0.00822755, -0.00606999, 
6.832, 0.464133, 0.00578502, -0.112731, 0.0755278, -0.0080689, -0.0061279, 
6.84, 0.464737, 0.00572096, -0.11278, 0.0755276, -0.00800813, -0.00616808, 
6.848, 0.465341, 0.00565699, -0.11283, 0.0755273, -0.00799597, -0.00619934, 
6.856, 0.465939, 0.00558928, -0.112814, 0.0747063, -0.00846391, 0.00196315, 
6.864, 0.466537, 0.00552156, -0.112798, 0.0747038, -0.00846437, 0.00201441, 
6.872, 0.467134, 0.00545386, -0.112782, 0.0747035, -0.00846306, 0.00204321, 
6.88, 0.467732, 0.00538616, -0.112765, 0.0747035, -0.0084616, 0.00206177, 
6.888, 0.468336, 0.00531778, -0.112753, 0.0754778, -0.00854782, 0.00150352, 
6.896, 0.468939, 0.00524941, -0.112741, 0.0754805, -0.00854705, 0.00150981, 
6.904, 0.469543, 0.00518104, -0.112729, 0.075481, -0.00854608, 0.00151581, 
6.912, 0.470147, 0.00511268, -0.112717, 0.0754813, -0.00854509, 0.00152061, 
6.92, 0.470751, 0.00504432, -0.112721, 0.0754834, -0.00854431, -0.000582488, 
6.928, 0.471355, 0.00497596, -0.112726, 0.0754833, -0.00854472, -0.000612267, 
6.936, 0.471959, 0.0049076, -0.112731, 0.0754833, -0.00854515, -0.000633178, 
6.944, 0.472563, 0.00483924, -0.112737, 0.0754832, -0.00854557, -0.000650161, 
6.952, 0.473165, 0.00477107, -0.112737, 0.0752629, -0.00852107, -2.8408e-05, 
6.96, 0.473767, 0.0047029, -0.112737, 0.0752622, -0.008521, -2.96819e-05, 
6.968, 0.474369, 0.00463473, -0.112737, 0.0752621, -0.00852099, -3.17225e-05, 
6.976, 0.474971, 0.00456657, -0.112738, 0.075262, -0.008521, -3.33915e-05, 
6.984, 0.475576, 0.00449802, -0.112747, 0.0756797, -0.0085683, -0.00119687, 
6.992, 0.476182, 0.00442947, -0.112757, 0.0756809, -0.00856924, -0.00121612, 
7, 0.476787, 0.00436091, -0.112767, 0.0756811, -0.00857006, -0.00122989, 
7.008, 0.477393, 0.00429234, -0.112777, 0.0756811, -0.00857085, -0.00124102, 
7.016, 0.477994, 0.00422423, -0.112794, 0.0751734, -0.00851407, -0.00215507, 
7.024, 0.478596, 0.00415611, -0.112811, 0.075171, -0.00851504, -0.00216431, 
7.032, 0.479197, 0.00408798, -0.112829, 0.0751704, -0.00851536, -0.00218228, 
7.04, 0.479798, 0.00401985, -0.112846, 0.0751701, -0.00851618, -0.0022128, 
7.048, 0.480405, 0.00395302, -0.112935, 0.0758696, -0.00835468, -0.0111008, 
7.056, 0.481012, 0.00388684, -0.113024, 0.0758749, -0.00827216, -0.0111708, 
7.064, 0.481619, 0.00382206, -0.113114, 0.0758758, -0.00809686, -0.0111811, 
7.072, 0.482226, 0.00375892, -0.113203, 0.0758755, -0.0078932, -0.011189, 
7.08, 0.482834, 0.00369521, -0.113261, 0.0759751, -0.00796398, -0.00718986, 
7.088, 0.483442, 0.00363148, -0.113318, 0.0759755, -0.00796524, -0.00716757, 
7.096, 0.48405, 0.00356779, -0.113376, 0.0759751, -0.00796202, -0.00717157, 
7.104, 0.484657, 0.00350411, -0.113433, 0.0759746, -0.00796031, -0.00717484, 
7.112, 0.485258, 0.00344009, -0.113481, 0.0750827, -0.00800228, -0.00593364, 
7.12, 0.485859, 0.00337607, -0.113528, 0.0750747, -0.00800283, -0.00593024, 
7.128, 0.486459, 0.00331201, -0.113575, 0.075072, -0.00800663, -0.00592789, 
7.136, 0.48706, 0.00324794, -0.113623, 0.0750707, -0.008009, -0.00592765, 
7.144, 0.487654, 0.00318103, -0.11364, 0.0743008, -0.00836434, -0.00217734, 
7.152, 0.488249, 0.00311403, -0.113658, 0.0742973, -0.00837461, -0.00216413, 
7.16, 0.488843, 0.00304701, -0.113675, 0.0742966, -0.00837751, -0.00216478, 
7.168, 0.489437, 0.00297998, -0.113692, 0.0742963, -0.00837824, -0.00216664, 
7.176, 0.490035, 0.00291215, -0.113706, 0.0746727, -0.00847962, -0.00167607, 
7.184, 0.490632, 0.00284428, -0.113719, 0.0746743, -0.00848323, -0.00167421, 
7.192, 0.49123, 0.00277642, -0.113732, 0.0746745, -0.00848224, -0.00167642, 
7.2, 0.491827, 0.00270857, -0.113746, 0.0746746, -0.00848192, -0.00167796, 
7.208, 0.49243, 0.00264195, -0.1138, 0.0753394, -0.00832758, -0.00671597, 
7.216, 0.493032, 0.00257603, -0.113853, 0.075345, -0.00823967, -0.00672961, 
7.224, 0.493635, 0.00251154, -0.113907, 0.0753462, -0.00806167, -0.00671448, 
7.232, 0.494238, 0.00244782, -0.113961, 0.0753462, -0.00796416, -0.00670542, 
7.24, 0.494844, 0.00238364, -0.114014, 0.0757281, -0.00802225, -0.0065953, 
7.248, 0.49545, 0.00231941, -0.114066, 0.0757311, -0.00802973, -0.00658421, 
7.256, 0.496055, 0.00225514, -0.114119, 0.0757315, -0.00803374, -0.00657877, 
7.264, 0.496661, 0.00219083, -0.114171, 0.0757312, -0.00803826, -0.00657378, 
7.272, 0.497255, 0.00212809, -0.114226, 0.0742118, -0.00784259, -0.00678261, 
7.28, 0.497849, 0.00206538, -0.11428, 0.0741974, -0.00783851, -0.00678916, 
7.288, 0.498442, 0.0020026, -0.114334, 0.0741931, -0.00784802, -0.00678029, 
7.296, 0.499036, 0.00193976, -0.114388, 0.0741913, -0.00785474, -0.00677523, 
7.304, 0.499632, 0.00187816, -0.114456, 0.0745275, -0.00770025, -0.00848286, 
7.312, 0.500228, 0.00181656, -0.114524, 0.0745299, -0.00769988, -0.00849571, 
7.32, 0.500824, 0.00175493, -0.114592, 0.0745304, -0.00770366, -0.00849616, 
7.328, 0.501421, 0.00169326, -0.11466, 0.0745302, -0.00770853, -0.00849549, 
7.336, 0.502017, 0.0016303, -0.114717, 0.0745039, -0.0078697, -0.00712574, 
7.344, 0.502613, 0.00156726, -0.114774, 0.0745033, -0.00788021, -0.00711179, 
7.352, 0.503209, 0.00150418, -0.114831, 0.0745027, -0.00788516, -0.00711048, 
7.36, 0.503805, 0.00144106, -0.114888, 0.0745022, -0.00788958, -0.00710986, 
7.368, 0.504398, 0.00137455, -0.114914, 0.0741926, -0.00831444, -0.00320722, 
7.376, 0.504992, 0.00130791, -0.114939, 0.074191, -0.00832997, -0.00318831, 
7.384, 0.505585, 0.00124124, -0.114965, 0.0741906, -0.00833377, -0.00318697, 
7.392, 0.506179, 0.00117455, -0.11499, 0.0741903, -0.00833587, -0.00318682, 
7.4, 0.506787, 0.00110809, -0.115045, 0.0759757, -0.00830776, -0.00690365, 
7.408, 0.507395, 0.00104064, -0.115101, 0.0759913, -0.0084309, -0.00692175, 
7.416, 0.508003, 0.000974127, -0.115156, 0.0759953, -0.00831438, -0.00691702, 
7.424, 0.508611, 0.000909115, -0.115211, 0.0759962, -0.00812648, -0.0069131, 
7.432, 0.50921, 0.000842061, -0.11524, 0.0749713, -0.00838172, -0.00360608, 
7.44, 0.50981, 0.000774934, -0.115269, 0.0749666, -0.00839085, -0.00359301, 
7.448, 0.51041, 0.000707758, -0.115298, 0.0749655, -0.00839706, -0.00359008, 
7.456, 0.511009, 0.000640553, -0.115326, 0.0749649, -0.00840066, -0.00358902, 
7.464, 0.511607, 0.000574703, -0.115365, 0.0747132, -0.00823119, -0.00480169, 
7.472, 0.512205, 0.000508878, -0.115403, 0.0747118, -0.00822819, -0.00480856, 
7.48, 0.512803, 0.000443026, -0.115442, 0.0747112, -0.00823147, -0.00480824, 
7.488, 0.5134, 0.000377149, -0.11548, 0.0747109, -0.00823464, -0.00480802, 
7.496, 0.513995, 0.000312382, -0.115525, 0.0742888, -0.00809587, -0.00559915, 
7.504, 0.514589, 0.000247629, -0.11557, 0.0742845, -0.00809408, -0.00560487, 
7.512, 0.515183, 0.000182837, -0.115615, 0.074283, -0.00809907, -0.00560008, 
7.52, 0.515777, 0.000118009, -0.115659, 0.0742822, -0.00810347, -0.00559656, 
7.528, 0.516377, 5.44685e-05, -0.115751, 0.0749457, -0.00794254, -0.0114633, 
7.536, 0.516977, -8.3727e-06, -0.115843, 0.0749508, -0.00785515, -0.0114987, 
7.544, 0.517576, -6.98077e-05, -0.115935, 0.0749517, -0.00767937, -0.011497, 
7.552, 0.518176, -0.00012986, -0.116027, 0.0749514, -0.00750651, -0.0114962, 
7.56, 0.518772, -0.000197733, -0.116049, 0.074568, -0.00848409, -0.00273875, 
7.568, 0.519369, -0.000265873, -0.11607, 0.0745662, -0.00851758, -0.0026955, 
7.576, 0.519965, -0.000334056, -0.116092, 0.0745656, -0.00852292, -0.0026929, 
7.584, 0.520562, -0.000402257, -0.116114, 0.0745654, -0.00852502, -0.00269256, 
7.592, 0.521154, -0.000468078, -0.11617, 0.0740758, -0.00822762, -0.0070218, 
7.6, 0.521747, -0.000531709, -0.116226, 0.0740707, -0.00795397, -0.00704232, 
7.608, 0.52234, -0.000595325, -0.116282, 0.0740689, -0.00795202, -0.00704194, 
7.616, 0.522932, -0.000658981, -0.116339, 0.0740681, -0.00795699, -0.00703609, 
7.624, 0.523525, -0.000728235, -0.116329, 0.0740832, -0.00865675, 0.00124402, 
7.632, 0.524117, -0.000797503, -0.116318, 0.0740834, -0.00865845, 0.00128707, 
7.64, 0.52471, -0.000866764, -0.116308, 0.0740836, -0.00865762, 0.00130907, 
7.648, 0.525303, -0.000936017, -0.116297, 0.0740837, -0.00865658, 0.00132684, 
7.656, 0.525864, -0.00101005, -0.116162, 0.0700922, -0.00925429, 0.0169676, 
7.664, 0.526424, -0.00108779, -0.116024, 0.0700531, -0.00971751, 0.0172355, 
7.672, 0.526984, -0.00116615, -0.115885, 0.0700513, -0.0097944, 0.0173529, 
7.68, 0.527545, -0.00124496, -0.115745, 0.070052, -0.00985182, 0.017445, 
7.688, 0.528103, -0.00132359, -0.115608, 0.0698252, -0.00982877, 0.0171488, 
7.696, 0.528662, -0.0014025, -0.11547, 0.0698245, -0.00986313, 0.0172077, 
7.704, 0.529221, -0.00148161, -0.115332, 0.0698259, -0.00988941, 0.0172571, 
7.712, 0.529779, -0.00156089, -0.115194, 0.0698274, -0.00990928, 0.0172976, 
7.72, 0.530331, -0.00164246, -0.115015, 0.0690111, -0.0101966, 0.0224156, 
7.728, 0.530883, -0.00172601, -0.114835, 0.0690044, -0.0104445, 0.0224792, 
7.736, 0.531435, -0.00180963, -0.114655, 0.0690054, -0.0104523, 0.0225056, 
7.744, 0.531987, -0.00189325, -0.114475, 0.0690071, -0.0104523, 0.0225232, 
7.752, 0.532548, -0.00197688, -0.114303, 0.0701156, -0.0104538, 0.0215138, 
7.76, 0.533109, -0.00206042, -0.11413, 0.0701284, -0.0104418, 0.0215155, 
7.768, 0.53367, -0.00214397, -0.113958, 0.0701309, -0.0104441, 0.0215301, 
7.776, 0.534231, -0.00222748, -0.113786, 0.0701326, -0.0104395, 0.0215408, 
7.784, 0.534785, -0.00231156, -0.113601, 0.0692259, -0.0105091, 0.02307, 
7.792, 0.535339, -0.00239561, -0.113417, 0.0692182, -0.010507, 0.0230915, 
7.8, 0.535893, -0.00247957, -0.113232, 0.0692189, -0.0104943, 0.0230934, 
7.808, 0.536447, -0.00256343, -0.113047, 0.0692201, -0.0104827, 0.0230964, 
7.816, 0.537, -0.00264563, -0.112875, 0.0691451, -0.0102757, 0.0214886, 
7.824, 0.537553, -0.0027277, -0.112703, 0.0691459, -0.0102585, 0.0214766, 
7.832, 0.538106, -0.00280968, -0.112531, 0.0691471, -0.0102472, 0.0214787, 
7.84, 0.538659, -0.00289157, -0.11236, 0.0691485, -0.0102367, 0.0214816, 
7.848, 0.539289, -0.00296844, -0.112239, 0.0787285, -0.00960756, 0.0150172, 
7.856, 0.53992, -0.00303133, -0.11212, 0.0788265, -0.00786234, 0.0149805, 
7.864, 0.54055, -0.00309174, -0.112, 0.0788363, -0.00755103, 0.014986, 
7.872, 0.541181, -0.00315282, -0.11188, 0.0788389, -0.00763529, 0.0149891, 
7.88, 0.541804, -0.00321637, -0.111698, 0.0778278, -0.00794264, 0.0227016, 
7.888, 0.542426, -0.00328358, -0.111516, 0.0778184, -0.00840137, 0.0227525, 
7.896, 0.543049, -0.0033533, -0.111334, 0.0778182, -0.00871492, 0.0227548, 
7.904, 0.543671, -0.00342515, -0.111152, 0.0778189, -0.00898194, 0.0227569, 
7.912, 0.544293, -0.00349909, -0.110953, 0.0776686, -0.00924196, 0.0249007, 
7.92, 0.544914, -0.00357514, -0.110754, 0.0776684, -0.0095065, 0.0249169, 
7.928, 0.545535, -0.00365307, -0.110554, 0.0776697, -0.00974105, 0.0249195, 
7.936, 0.546157, -0.00373278, -0.110355, 0.0776711, -0.00996449, 0.024922, 
7.944, 0.546782, -0.00381385, -0.110226, 0.0781782, -0.0101337, 0.0161345, 
7.952, 0.547408, -0.00389582, -0.110097, 0.0781842, -0.010246, 0.0160798, 
7.96, 0.548033, -0.0039792, -0.109968, 0.0781857, -0.0104224, 0.0160815, 
7.968, 0.548659, -0.00406255, -0.10984, 0.0781867, -0.0104191, 0.0160891, 
7.976, 0.549284, -0.00414444, -0.109722, 0.07812, -0.010236, 0.0146599, 
7.984, 0.549909, -0.00422621, -0.109605, 0.0781204, -0.0102209, 0.0146471, 
7.992, 0.550534, -0.0043079, -0.109488, 0.0781211, -0.0102109, 0.0146468, 
8, 0.551159, -0.00438951, -0.109371, 0.078122, -0.0102017, 0.0146474, 
8.008, 0.551783, -0.00447171, -0.109247, 0.078022, -0.0102744, 0.0154383, 
8.016, 0.552407, -0.00455385, -0.109124, 0.0780219, -0.0102685, 0.0154469, 
8.024, 0.553031, -0.00463593, -0.109, 0.0780229, -0.0102592, 0.0154478, 
8.032, 0.553655, -0.00471792, -0.108877, 0.0780239, -0.0102497, 0.0154486, 
8.04, 0.554298, -0.00478942, -0.108859, 0.0803916, -0.00893726, 0.00223024, 
8.048, 0.554942, -0.00486016, -0.108842, 0.0804023, -0.00884228, 0.00216417, 
8.056, 0.555585, -0.00493127, -0.108824, 0.0804041, -0.0088881, 0.00216617, 
8.064, 0.556228, -0.0050024, -0.108807, 0.0804047, -0.00889127, 0.00216937, 
8.072, 0.556865, -0.00507567, -0.108766, 0.0796357, -0.00915928, 0.00510696, 
8.08, 0.557502, -0.00514902, -0.108725, 0.0796326, -0.00916816, 0.00512253, 
8.088, 0.558139, -0.00522233, -0.108684, 0.0796323, -0.00916372, 0.00512154, 
8.096, 0.558776, -0.0052956, -0.108643, 0.0796323, -0.00915968, 0.00512095, 
8.104, 0.559421, -0.00536935, -0.108605, 0.0805876, -0.00921854, 0.00480242, 
8.112, 0.560066, -0.00544306, -0.108566, 0.0805921, -0.00921413, 0.00480047, 
8.12, 0.560711, -0.00551678, -0.108528, 0.0805931, -0.00921469, 0.00480299, 
8.128, 0.561355, -0.00559049, -0.108489, 0.0805937, -0.00921317, 0.00480407, 
8.136, 0.561992, -0.00566527, -0.108434, 0.07953, -0.00934775, 0.00692208, 
8.144, 0.562628, -0.00574009, -0.108379, 0.0795197, -0.00935212, 0.00693797, 
8.152, 0.563264, -0.00581483, -0.108323, 0.0795194, -0.00934362, 0.00692967, 
8.16, 0.5639, -0.00588953, -0.108268, 0.0795197, -0.00933688, 0.00692417, 
8.168, 0.564546, -0.00595971, -0.108274, 0.0807016, -0.00877258, -0.000780945, 
8.176, 0.565191, -0.00602988, -0.10828, 0.0807054, -0.0087711, -0.000816911, 
8.184, 0.565837, -0.00610005, -0.108287, 0.0807059, -0.00877178, -0.00083395, 
8.192, 0.566483, -0.00617023, -0.108294, 0.0807061, -0.00877261, -0.000847687, 
8.2, 0.567127, -0.00624239, -0.108257, 0.0805343, -0.00901899, 0.00464125, 
8.208, 0.567771, -0.00631498, -0.108219, 0.0805338, -0.0090742, 0.00474635, 
8.216, 0.568415, -0.00638779, -0.10818, 0.080534, -0.00910101, 0.00481507, 
8.224, 0.56906, -0.00646076, -0.108141, 0.0805343, -0.00912119, 0.00486968, 
8.232, 0.569705, -0.00653557, -0.10807, 0.0806436, -0.00935172, 0.00897627, 
8.24, 0.57035, -0.00661187, -0.107997, 0.0806453, -0.00953772, 0.00902265, 
8.248, 0.570995, -0.00668909, -0.107925, 0.0806461, -0.00965202, 0.00904142, 
8.256, 0.57164, -0.00676635, -0.107853, 0.0806469, -0.00965801, 0.00905782, 
8.264, 0.572309, -0.0068434, -0.107734, 0.0835654, -0.00963093, 0.014858, 
8.272, 0.572978, -0.00691738, -0.107614, 0.083596, -0.00924704, 0.0149039, 
8.28, 0.573646, -0.00699176, -0.107495, 0.0835998, -0.00929746, 0.0149113, 
8.288, 0.574315, -0.0070675, -0.107376, 0.0836014, -0.00946808, 0.0149172, 
8.296, 0.574978, -0.00714544, -0.107293, 0.0828787, -0.00974186, 0.0103555, 
8.304, 0.575641, -0.00722555, -0.10721, 0.0828718, -0.0100147, 0.0103328, 
8.312, 0.576304, -0.00730568, -0.107128, 0.0828717, -0.0100156, 0.010341, 
8.32, 0.576967, -0.00738576, -0.107045, 0.0828722, -0.0100101, 0.010343, 
8.328, 0.577638, -0.00746718, -0.106938, 0.0838916, -0.0101773, 0.0133399, 
8.336, 0.578309, -0.00754867, -0.106831, 0.0839026, -0.0101861, 0.0133615, 
8.344, 0.578981, -0.0076314, -0.106724, 0.0839045, -0.0103412, 0.0133635, 
8.352, 0.579652, -0.007715, -0.106617, 0.0839056, -0.0104504, 0.0133679, 
8.36, 0.580333, -0.00779216, -0.106574, 0.0851662, -0.00964531, 0.00544482, 
8.368, 0.581015, -0.00786905, -0.106531, 0.0851721, -0.00961153, 0.00539609, 
8.376, 0.581696, -0.00794593, -0.106487, 0.0851731, -0.00960971, 0.00539868, 
8.384, 0.582377, -0.0080228, -0.106444, 0.0851737, -0.00960793, 0.00540088, 
8.392, 0.583047, -0.00810266, -0.10632, 0.0837331, -0.00998363, 0.0155435, 
8.4, 0.583717, -0.0081866, -0.106195, 0.0837194, -0.0104923, 0.01561, 
8.408, 0.584387, -0.00827188, -0.10607, 0.0837191, -0.0106598, 0.0156152, 
8.416, 0.585057, -0.00835711, -0.105945, 0.08372, -0.0106539, 0.0156197, 
8.424, 0.585724, -0.00843837, -0.105851, 0.0833719, -0.0101579, 0.0117877, 
8.432, 0.586391, -0.00851944, -0.105757, 0.0833696, -0.0101329, 0.0117507, 
8.44, 0.587057, -0.00860041, -0.105663, 0.0833701, -0.0101216, 0.0117474, 
8.448, 0.587724, -0.00868132, -0.105569, 0.0833708, -0.010113, 0.0117469, 
8.456, 0.588388, -0.0087646, -0.104956, 0.082947, -0.0104102, 0.0766016, 
8.464, 0.589052, -0.00885016, -0.10434, 0.0829484, -0.0106953, 0.077042, 
8.472, 0.589715, -0.00893748, -0.103723, 0.0829539, -0.0109146, 0.0770662, 
8.48, 0.590379, -0.00902642, -0.103107, 0.0829595, -0.0111176, 0.0770882, 
8.488, 0.59098, -0.00911179, -0.102907, 0.0750861, -0.0106715, 0.0249517, 
8.496, 0.59158, -0.0091967, -0.10271, 0.0750084, -0.0106142, 0.0246383, 
8.504, 0.59218, -0.00928125, -0.102513, 0.0750032, -0.0105687, 0.0246055, 
8.512, 0.59278, -0.00936559, -0.102316, 0.0750029, -0.0105426, 0.0245943, 
8.52, 0.593365, -0.00944874, -0.102116, 0.0732091, -0.0103938, 0.0249839, 
8.528, 0.593951, -0.0095318, -0.101916, 0.0731931, -0.0103823, 0.0249926, 
8.536, 0.594536, -0.0096147, -0.101716, 0.0731937, -0.0103626, 0.0249885, 
8.544, 0.595122, -0.00969748, -0.101517, 0.0731954, -0.0103474, 0.024989, 
8.552, 0.595709, -0.00978168, -0.101282, 0.0733828, -0.0105243, 0.0292981, 
8.56, 0.596296, -0.00986685, -0.101048, 0.0733869, -0.0106465, 0.0293309, 
8.568, 0.596883, -0.00995325, -0.100813, 0.0733893, -0.0108004, 0.0293358, 
8.576, 0.59747, -0.0100399, -0.100578, 0.0733915, -0.0108342, 0.0293443, 
8.584, 0.59805, -0.0101252, -0.100348, 0.0723923, -0.0106602, 0.0288137, 
8.592, 0.598629, -0.0102104, -0.100117, 0.0723843, -0.0106434, 0.0288135, 
8.6, 0.599208, -0.0102953, -0.0998866, 0.0723853, -0.0106239, 0.0288124, 
8.608, 0.599787, -0.0103802, -0.0996561, 0.0723869, -0.0106069, 0.0288141, 
8.616, 0.600372, -0.0104577, -0.0994916, 0.073134, -0.00968641, 0.0205551, 
8.624, 0.600957, -0.0105348, -0.0993278, 0.0731434, -0.00963856, 0.0204759, 
8.632, 0.601542, -0.0106118, -0.099164, 0.073145, -0.0096267, 0.0204776, 
8.64, 0.602127, -0.0106887, -0.0990001, 0.0731463, -0.00961671, 0.0204811, 
8.648, 0.602716, -0.0107664, -0.0988322, 0.0735666, -0.00970757, 0.0209994, 
8.656, 0.603305, -0.010844, -0.0986641, 0.073572, -0.00969887, 0.0210069, 
8.664, 0.603893, -0.0109215, -0.098496, 0.0735736, -0.00968975, 0.0210116, 
8.672, 0.604482, -0.010999, -0.0983279, 0.073575, -0.00967922, 0.0210148, 
8.68, 0.605071, -0.0110782, -0.0980938, 0.0736693, -0.00991046, 0.029258, 
8.688, 0.60566, -0.011159, -0.0978593, 0.0736718, -0.0100995, 0.0293155, 
8.696, 0.60625, -0.0112414, -0.0976247, 0.0736736, -0.0103004, 0.0293195, 
8.704, 0.606839, -0.0113255, -0.0973902, 0.0736753, -0.0105055, 0.0293232, 
8.712, 0.60743, -0.0114006, -0.0972398, 0.0738281, -0.00938681, 0.0187895, 
8.72, 0.60802, -0.0114752, -0.0970903, 0.0738316, -0.00933399, 0.0186921, 
8.728, 0.608611, -0.0115498, -0.0969408, 0.0738322, -0.00931954, 0.0186897, 
8.736, 0.609202, -0.0116243, -0.0967913, 0.0738332, -0.0093088, 0.0186912, 
8.744, 0.609786, -0.011697, -0.0966509, 0.0730349, -0.0090874, 0.0175414, 
8.752, 0.61037, -0.0117696, -0.0965107, 0.0730279, -0.00907331, 0.0175327, 
8.76, 0.610955, -0.011842, -0.0963704, 0.0730281, -0.00906013, 0.0175303, 
8.768, 0.611539, -0.0119144, -0.0962302, 0.0730289, -0.00904933, 0.0175304, 
8.776, 0.612113, -0.0119897, -0.0960572, 0.0717638, -0.00940643, 0.0216215, 
8.784, 0.612687, -0.012065, -0.0958839, 0.0717521, -0.00941406, 0.0216648, 
8.792, 0.613261, -0.0121402, -0.0957106, 0.0717524, -0.00939936, 0.0216632, 
8.8, 0.613835, -0.0122153, -0.0955373, 0.0717534, -0.00938589, 0.0216631, 
8.808, 0.614416, -0.0122901, -0.095371, 0.0726398, -0.00935133, 0.0207897, 
8.816, 0.614997, -0.0123648, -0.0952047, 0.07265, -0.00933556, 0.020782, 
8.824, 0.615578, -0.0124394, -0.0950384, 0.072652, -0.00932742, 0.0207876, 
8.832, 0.61616, -0.0125139, -0.0948721, 0.0726535, -0.0093176, 0.0207912, 
8.84, 0.616741, -0.0125873, -0.0947145, 0.0726085, -0.00917206, 0.0196953, 
8.848, 0.617321, -0.0126606, -0.094557, 0.0726092, -0.00915662, 0.0196865, 
8.856, 0.617902, -0.0127337, -0.0943995, 0.0726102, -0.00914515, 0.0196875, 
8.864, 0.618483, -0.0128068, -0.094242, 0.0726112, -0.00913421, 0.0196891, 
8.872, 0.619057, -0.0128814, -0.0940651, 0.0716886, -0.00932784, 0.022117, 
8.88, 0.61963, -0.012956, -0.0938879, 0.0716804, -0.00932705, 0.0221437, 
8.888, 0.620204, -0.0130305, -0.0937108, 0.0716809, -0.00931248, 0.0221427, 
8.896, 0.620777, -0.0131049, -0.0935336, 0.0716819, -0.00929907, 0.022143, 
8.904, 0.621346, -0.0131817, -0.0933137, 0.0711329, -0.00959327, 0.0274944, 
8.912, 0.621915, -0.0132607, -0.0930934, 0.0711287, -0.00987375, 0.027534, 
8.92, 0.622484, -0.0133396, -0.0928731, 0.0711298, -0.00986619, 0.0275438, 
8.928, 0.623053, -0.0134184, -0.0926527, 0.0711314, -0.00985186, 0.0275469, 
8.936, 0.623636, -0.0134886, -0.0925139, 0.0728133, -0.00877261, 0.0173527, 
8.944, 0.624218, -0.0135583, -0.0923758, 0.072832, -0.00871681, 0.0172521, 
8.952, 0.624801, -0.013628, -0.0922378, 0.0728339, -0.00870916, 0.0172564, 
8.96, 0.625384, -0.0136976, -0.0920997, 0.0728351, -0.00870206, 0.0172608, 
8.968, 0.625959, -0.0137698, -0.0919122, 0.071884, -0.00901929, 0.0234322, 
8.976, 0.626534, -0.0138446, -0.0917244, 0.0718755, -0.00935, 0.0234777, 
8.984, 0.627109, -0.0139193, -0.0915365, 0.0718757, -0.00934457, 0.0234868, 
8.992, 0.627684, -0.013994, -0.0913486, 0.0718769, -0.00933179, 0.0234886, 
9, 0.628259, -0.0140683, -0.0911626, 0.071849, -0.00928724, 0.0232488, 
9.008, 0.628833, -0.0141425, -0.0909766, 0.07185, -0.00927328, 0.0232483, 
9.016, 0.629408, -0.0142165, -0.0907906, 0.0718512, -0.00926029, 0.0232501, 
9.024, 0.629983, -0.0142905, -0.0906046, 0.0718524, -0.00924757, 0.0232522, 
9.032, 0.630555, -0.0143601, -0.0904524, 0.071511, -0.00870034, 0.019027, 
9.04, 0.631127, -0.0144295, -0.0903005, 0.0715089, -0.00867142, 0.0189874, 
9.048, 0.631699, -0.0144988, -0.0901486, 0.0715093, -0.00865776, 0.0189854, 
9.056, 0.632271, -0.0145679, -0.0899967, 0.0715102, -0.00864682, 0.0189864, 
9.064, 0.632844, -0.0146343, -0.0898684, 0.0715824, -0.00829142, 0.0160466, 
9.072, 0.633417, -0.0147004, -0.0897402, 0.0715842, -0.00826987, 0.0160191, 
9.08, 0.633989, -0.0147665, -0.0896121, 0.071585, -0.00826036, 0.0160196, 
9.088, 0.634562, -0.0148325, -0.0894839, 0.0715858, -0.00825195, 0.0160212, 
9.096, 0.63513, -0.0149008, -0.089289, 0.0710336, -0.00853928, 0.0243648, 
9.104, 0.635699, -0.0149717, -0.0890936, 0.0710292, -0.00885364, 0.0244227, 
9.112, 0.636267, -0.0150443, -0.0888982, 0.0710299, -0.00908443, 0.0244259, 
9.12, 0.636835, -0.0151178, -0.0887027, 0.0710311, -0.00918604, 0.0244318, 
9.128, 0.637404, -0.0151895, -0.088522, 0.0711114, -0.00896312, 0.0225959, 
