time, x, y, heading,
0.032, -6.22926e-06, -5.62442e-05, 0.00154038, 
0.064, 3.32802e-05, -9.3789e-05, -0.0544905, 
0.096, 0.000143519, -2.10505e-05, -0.177765, 
0.128, 0.000319911, 6.9061e-05, -0.218275, 
0.16, 0.000458858, 0.000178154, -0.236049, 
0.192, 0.000655561, 0.000366618, -0.2042, 
0.224, 0.000911121, 0.000560086, -0.211919, 
0.256, 0.00117069, 0.0008099, -0.182523, 
0.288, 0.00138087, 0.000959227, -0.198413, 
0.32, 0.00152742, 0.00109855, -0.265035, 
0.352, 0.00170136, 0.00124623, -0.304427, 
0.384, 0.00191868, 0.00144885, -0.357475, 
0.416, 0.00210324, 0.0015726, -0.329456, 
0.448, 0.00229146, 0.00171542, -0.339776, 
0.48, 0.00248226, 0.00184654, -0.290125, 
0.512, 0.00264991, 0.00193442, -0.289397, 
0.544, 0.00280597, 0.00187021, -0.29449, 
0.576, 0.00295332, 0.00184568, -0.255919, 
0.608, 0.00312497, 0.00179858, -0.149274, 
0.64, 0.00333653, 0.00170853, -0.132316, 
0.672, 0.00360903, 0.00162329, -0.0789059, 
0.704, 0.00392907, 0.00159598, -0.0342041, 
0.736, 0.00415386, 0.00156543, -0.071606, 
0.768, 0.00432532, 0.00152885, 0.0103632, 
0.8, 0.00460194, 0.00146375, 0.0379355, 
0.832, 0.0047623, 0.00148988, 0.0968587, 
0.864, 0.00493196, 0.00152838, 0.195392, 
0.896, 0.00512125, 0.00152377, 0.202875, 
0.928, 0.00529097, 0.00148188, 0.144649, 
0.96, 0.00545347, 0.00142192, 0.272153, 
0.992, 0.00560999, 0.00135399, 0.290996, 
1.024, 0.00566718, 0.00138101, 0.294568, 
1.056, 0.00573264, 0.00135249, 0.340265, 
1.088, 0.00584703, 0.001282, 0.332902, 
1.12, 0.00591982, 0.00117932, 0.363224, 
1.152, 0.00600115, 0.00106962, 0.382129, 
1.184, 0.00604879, 0.000978837, 0.489398, 
1.216, 0.00603343, 0.00090315, 0.517663, 
1.248, 0.00595896, 0.00084436, 0.526774, 
1.28, 0.0059448, 0.000721771, 0.624248, 
1.312, 0.00597919, 0.000561261, 0.674533, 
1.344, 0.00605495, 0.00034889, 0.654129, 
1.376, 0.00614728, 0.000117572, 0.687666, 
1.408, 0.006243, -0.000118659, 0.71905, 
1.44, 0.00634848, -0.000354453, 0.723165, 
1.472, 0.00643978, -0.000575742, 0.793142, 
1.504, 0.00651363, -0.000785925, 0.865554, 
1.536, 0.00665016, -0.00105765, 0.780558, 
1.568, 0.00680535, -0.00134704, 0.815398, 
1.6, 0.00705297, -0.00172847, 0.77574, 
1.632, 0.00737095, -0.00217893, 0.805833, 
1.664, 0.0076674, -0.00260846, 0.794139, 
1.696, 0.00803397, -0.00311034, 0.823543, 
1.728, 0.00840756, -0.00359531, 0.875775, 
1.76, 0.0087766, -0.00408019, 1.00647, 
1.792, 0.00912245, -0.00455913, 1.09567, 
1.824, 0.0095458, -0.00512858, 1.12651, 
1.856, 0.0100329, -0.00577807, 1.11988, 
1.888, 0.0104625, -0.00632882, 1.28535, 
1.92, 0.0109329, -0.00694266, 1.31013, 
1.952, 0.0113336, -0.00748262, 1.37189, 
1.984, 0.0117948, -0.00803609, 1.44764, 
2.016, 0.0123053, -0.00855001, 1.39263, 
2.048, 0.0128927, -0.00905334, 1.56199, 
2.08, 0.0134594, -0.00961044, 1.6697, 
2.112, 0.0141245, -0.0101843, 1.65931, 
2.144, 0.0149108, -0.0107513, 1.78784, 
2.176, 0.015749, -0.0112842, 1.84263, 
2.208, 0.0166029, -0.0117758, 1.72466, 
2.24, 0.0174599, -0.0123575, 1.69565, 
2.272, 0.0183186, -0.0129741, 1.62539, 
2.304, 0.0192087, -0.0135349, 1.59792, 
2.336, 0.020111, -0.014082, 1.58813, 
2.368, 0.0209487, -0.0146145, 1.59742, 
2.4, 0.02176, -0.0151114, 1.53362, 
2.432, 0.0225235, -0.0156202, 1.53364, 
2.464, 0.0233195, -0.0161595, 1.54836, 
2.496, 0.0240687, -0.0166833, 1.51811, 
2.528, 0.0248494, -0.0171135, 1.44995, 
2.56, 0.0256386, -0.0176094, 1.34834, 
2.592, 0.0264488, -0.0180931, 1.30568, 
2.624, 0.0272404, -0.0185044, 1.31643, 
2.656, 0.0279695, -0.018959, 1.24402, 
2.688, 0.0286945, -0.0193613, 1.26165, 
2.72, 0.0294424, -0.0196609, 1.29604, 
2.752, 0.0301911, -0.02004, 1.35658, 
2.784, 0.0310179, -0.0204062, 1.51662, 
2.816, 0.0318935, -0.0207788, 1.6275, 
2.848, 0.0327367, -0.0212006, 1.74227, 
2.88, 0.0336274, -0.0215096, 1.73971, 
2.912, 0.0344546, -0.0217896, 1.73444, 
2.944, 0.0353004, -0.021976, 1.7806, 
2.976, 0.0362191, -0.0221212, 1.79178, 
3.008, 0.0370978, -0.0222814, 1.87124, 
3.04, 0.0380137, -0.0224481, 1.94401, 
3.072, 0.0389688, -0.0225645, 2.05088, 
3.104, 0.039905, -0.0227136, 2.0859, 
3.136, 0.0408721, -0.0228142, 2.14699, 
3.168, 0.041815, -0.022915, 2.16494, 
3.2, 0.0428649, -0.0229157, 2.16014, 
3.232, 0.0439705, -0.0228482, 2.25134, 
3.264, 0.0450398, -0.0228181, 2.37446, 
3.296, 0.0461028, -0.0227964, 2.41025, 
3.328, 0.0471514, -0.0228002, 2.47199, 
3.36, 0.0481934, -0.0228133, 2.51072, 
3.392, 0.0492651, -0.0228066, 2.50295, 
3.424, 0.0504205, -0.0227009, 2.5058, 
3.456, 0.0515327, -0.0226458, 2.48991, 
3.488, 0.0526379, -0.0226056, 2.60076, 
3.52, 0.0538574, -0.0224485, 2.59061, 
3.552, 0.0550931, -0.0222212, 2.69357, 
3.584, 0.0563235, -0.0220098, 2.73982, 
3.616, 0.0575843, -0.0217901, 2.64176, 
3.648, 0.0588257, -0.0216115, 2.49964, 
3.68, 0.0600136, -0.0214939, 2.4381, 
3.712, 0.0611665, -0.0214107, 2.36411, 
3.744, 0.0623156, -0.021329, 2.2769, 
3.776, 0.0635003, -0.0212313, 2.03148, 
3.808, 0.0646335, -0.0211353, 1.98933, 
3.84, 0.0658074, -0.021008, 1.81426, 
3.872, 0.0668717, -0.0208933, 1.76024, 
3.904, 0.0678333, -0.0208842, 1.6118, 
3.936, 0.0687188, -0.0208272, 1.51794, 
3.968, 0.0696274, -0.020753, 1.43165, 
4, 0.0705658, -0.0207102, 1.39182, 
4.032, 0.0715782, -0.0207596, 1.36254, 
4.064, 0.0725736, -0.0207719, 1.28532, 
4.096, 0.0735431, -0.0207561, 1.23778, 
4.128, 0.0745022, -0.0207041, 1.11682, 
4.16, 0.0755316, -0.0207608, 1.10849, 
4.192, 0.0766009, -0.0208487, 0.955268, 
4.224, 0.0776751, -0.0209302, 0.930644, 
4.256, 0.0788166, -0.021072, 0.88451, 
4.288, 0.0798668, -0.0211281, 0.820049, 
4.32, 0.0809334, -0.0211913, 0.748967, 
4.352, 0.0820273, -0.0212824, 0.780743, 
4.384, 0.0831209, -0.0213694, 0.82632, 
4.416, 0.0842175, -0.0214756, 0.873173, 
4.448, 0.0853269, -0.0216022, 0.860309, 
4.48, 0.0864165, -0.0217017, 0.853483, 
4.512, 0.0875486, -0.0218531, 0.907458, 
4.544, 0.0887684, -0.0220762, 0.996562, 
4.576, 0.0900104, -0.0223024, 1.01879, 
4.608, 0.091314, -0.0225519, 1.02891, 
4.64, 0.0926251, -0.0227919, 1.10387, 
4.672, 0.0939077, -0.0229784, 1.13335, 
4.704, 0.0952082, -0.0231726, 1.12516, 
4.736, 0.0965099, -0.023348, 1.12374, 
4.768, 0.0977266, -0.0234152, 1.11835, 
4.8, 0.09899, -0.0235118, 1.10179, 
4.832, 0.100256, -0.0236951, 1.16833, 
4.864, 0.101518, -0.0239075, 1.26472, 
4.896, 0.102769, -0.0240601, 1.23341, 
4.928, 0.104019, -0.0242297, 1.23392, 
4.96, 0.105203, -0.0243955, 1.17445, 
4.992, 0.106427, -0.0245464, 1.13309, 
5.024, 0.107735, -0.0247505, 1.17254, 
5.056, 0.109029, -0.0249582, 1.23345, 
5.088, 0.110231, -0.0250836, 1.19537, 
5.12, 0.111541, -0.0252829, 1.256, 
5.152, 0.112864, -0.025461, 1.25835, 
5.184, 0.114149, -0.0256052, 1.24173, 
5.216, 0.115443, -0.0257113, 1.23932, 
5.248, 0.116691, -0.0258684, 1.27165, 
5.28, 0.118012, -0.0261289, 1.28361, 
5.312, 0.119372, -0.0264399, 1.31353, 
5.344, 0.120749, -0.0267641, 1.28796, 
5.376, 0.122125, -0.0270705, 1.24615, 
5.408, 0.123456, -0.0273571, 1.15322, 
5.44, 0.12476, -0.0276229, 1.22456, 
5.472, 0.126013, -0.0277711, 1.26009, 
5.504, 0.127308, -0.0278889, 1.32101, 
5.536, 0.1286, -0.0280148, 1.28456, 
5.568, 0.129837, -0.0280911, 1.32275, 
5.6, 0.131031, -0.0281272, 1.2551, 
5.632, 0.13226, -0.028251, 1.2303, 
5.664, 0.133536, -0.0284097, 1.1859, 
5.696, 0.134777, -0.0286061, 1.21056, 
5.728, 0.136028, -0.0288319, 1.10579, 
5.76, 0.137384, -0.0291434, 1.11767, 
5.792, 0.138675, -0.0294352, 1.14412, 
5.824, 0.140003, -0.0297898, 1.14847, 
5.856, 0.141418, -0.0301652, 1.17644, 
5.888, 0.142853, -0.0305317, 1.22923, 
5.92, 0.144335, -0.0309864, 1.22782, 
5.952, 0.145841, -0.0314291, 1.22422, 
5.984, 0.147364, -0.0318477, 1.17679, 
6.016, 0.148901, -0.0323041, 1.22615, 
6.048, 0.150389, -0.032743, 1.19565, 
6.08, 0.151925, -0.0331505, 1.20206, 
6.112, 0.153563, -0.0335234, 1.31275, 
6.144, 0.15528, -0.0338234, 1.34327, 
6.176, 0.157056, -0.0342229, 1.36634, 
6.208, 0.158868, -0.0346094, 1.46618, 
6.24, 0.160738, -0.0350176, 1.4548, 
6.272, 0.162621, -0.035355, 1.44089, 
6.304, 0.164478, -0.0356322, 1.41681, 
6.336, 0.166424, -0.0358869, 1.54189, 
6.368, 0.168433, -0.0362372, 1.52581, 
6.4, 0.17046, -0.0366402, 1.5483, 
6.432, 0.172609, -0.0370267, 1.68809, 
6.464, 0.174856, -0.0373952, 1.66644, 
6.496, 0.177038, -0.0377472, 1.61375, 
6.528, 0.179161, -0.0380285, 1.67605, 
6.56, 0.181255, -0.0383995, 1.66219, 
6.592, 0.183342, -0.0387943, 1.61112, 
6.624, 0.185351, -0.0391841, 1.52831, 
6.656, 0.187251, -0.0395234, 1.4039, 
6.688, 0.1892, -0.0399353, 1.34311, 
6.72, 0.191191, -0.0403375, 1.2833, 
6.752, 0.193153, -0.0407387, 1.23339, 
6.784, 0.195129, -0.041175, 1.22923, 
6.816, 0.19708, -0.0416278, 1.15191, 
6.848, 0.199049, -0.0421148, 1.13555, 
6.88, 0.201091, -0.042669, 1.00544, 
6.912, 0.203115, -0.0431828, 1.05778, 
6.944, 0.205122, -0.0436636, 0.982285, 
6.976, 0.207102, -0.0441108, 0.958786, 
7.008, 0.209035, -0.0445155, 0.918459, 
7.04, 0.210967, -0.0449185, 0.822654, 
7.072, 0.212879, -0.0453025, 0.784235, 
7.104, 0.21473, -0.04563, 0.74531, 
7.136, 0.216547, -0.0459224, 0.769818, 
7.168, 0.218392, -0.0462376, 0.747099, 
7.2, 0.220192, -0.0465048, 0.716834, 
7.232, 0.222003, -0.0467905, 0.670353, 
7.264, 0.223833, -0.047068, 0.595416, 
7.296, 0.225714, -0.0474109, 0.529183, 
7.328, 0.227579, -0.0477245, 0.408659, 
7.36, 0.229401, -0.0479571, 0.293915, 
7.392, 0.23126, -0.0482258, 0.298139, 
7.424, 0.233021, -0.0485691, 0.174308, 
7.456, 0.234823, -0.0489493, 0.175222, 
7.488, 0.236662, -0.0493323, 0.0554107, 
7.52, 0.238431, -0.0498409, 0.010925, 
7.552, 0.24019, -0.050348, -0.0370258, 
7.584, 0.241953, -0.0508145, 0.0197073, 
7.616, 0.243676, -0.0511324, 0.0227485, 
7.648, 0.24531, -0.0514239, -0.0104349, 
7.68, 0.247009, -0.0516658, -0.0562569, 
7.712, 0.248748, -0.0519393, -0.171318, 
7.744, 0.250503, -0.0521971, -0.199579, 
7.776, 0.252259, -0.0524664, -0.249363, 
7.808, 0.253962, -0.0527847, -0.334959, 
7.84, 0.255605, -0.053099, -0.398392, 
7.872, 0.257283, -0.0533096, -0.479771, 
7.904, 0.258981, -0.0535148, -0.563682, 
7.936, 0.260732, -0.0536725, -0.653146, 
7.968, 0.262435, -0.0538841, -0.713246, 
8, 0.264098, -0.0541354, -0.817048, 
8.032, 0.265716, -0.054405, -0.909276, 
8.064, 0.267284, -0.0547412, -1.07886, 
8.096, 0.268838, -0.0550709, -1.15117, 
8.128, 0.270389, -0.0553727, -1.32293, 
8.16, 0.271907, -0.0556854, -1.34732, 
8.192, 0.273551, -0.0559081, -1.44413, 
8.224, 0.275125, -0.0562043, -1.52036, 
8.256, 0.276721, -0.0565413, -1.67137, 
8.288, 0.278321, -0.0569431, -1.71438, 
8.32, 0.279864, -0.0573237, -1.74626, 
8.352, 0.281456, -0.0577544, -1.79351, 
8.384, 0.28296, -0.0581478, -1.92954, 
8.416, 0.284415, -0.0584991, -1.98284, 
8.448, 0.285915, -0.058901, -2.06027, 
8.48, 0.287489, -0.0593937, -2.15473, 
8.512, 0.289079, -0.0599202, -2.20645, 
8.544, 0.290674, -0.0604458, -2.31419, 
8.576, 0.292258, -0.06096, -2.37569, 
8.608, 0.293788, -0.0614213, -2.41765, 
8.64, 0.295375, -0.0619384, -2.51788, 
8.672, 0.296927, -0.0624353, -2.65577, 
8.704, 0.298404, -0.0628744, -2.76153, 
8.736, 0.29989, -0.0633382, -2.74616, 
8.768, 0.301358, -0.0637178, -2.84283, 
8.8, 0.302735, -0.0640428, -2.90461, 
8.832, 0.30404, -0.0643271, -3.02478, 
8.864, 0.305343, -0.0646461, -3.159, 
8.896, 0.306666, -0.065137, -3.21403, 
8.928, 0.307912, -0.0656444, -3.28735, 
8.96, 0.309169, -0.06621, -3.36105, 
8.992, 0.310467, -0.0666988, -3.38999, 
9.024, 0.311783, -0.0671151, -3.55732, 
9.056, 0.313134, -0.0675478, -3.60422, 
9.088, 0.31454, -0.0679509, -3.67096, 
9.12, 0.316004, -0.0683253, -3.77339, 
9.152, 0.317377, -0.0687927, -3.85454, 
9.184, 0.318713, -0.0693111, -4.05549, 
9.216, 0.320022, -0.0698917, -4.11765, 
9.248, 0.321365, -0.0704733, -4.20603, 
9.28, 0.32274, -0.0710221, -4.23479, 
9.312, 0.324162, -0.071622, -4.31984, 
9.344, 0.32561, -0.072192, -4.34409, 
9.376, 0.326935, -0.0728984, -4.49387, 
9.408, 0.328179, -0.0737231, -4.61766, 
9.44, 0.329387, -0.0745193, -4.7824, 
9.472, 0.33051, -0.0752206, -4.97049, 
9.504, 0.331559, -0.0758687, -5.20343, 
9.536, 0.332588, -0.0764808, -5.34911, 
9.568, 0.333562, -0.0770374, -5.50339, 
9.6, 0.334514, -0.0775635, -5.67805, 
9.632, 0.335377, -0.0780177, -5.79829, 
9.664, 0.336268, -0.0784553, -5.99126, 
9.696, 0.337192, -0.0788595, -6.18869, 
9.728, 0.338126, -0.0792381, -6.38276, 
9.76, 0.339058, -0.0795332, -6.56836, 
9.792, 0.340043, -0.0797296, -6.81606, 
9.824, 0.341042, -0.0799204, -6.95235, 
9.856, 0.342093, -0.0800571, -7.1063, 
9.888, 0.343114, -0.0802155, -7.20866, 
9.92, 0.344072, -0.0804445, -7.3154, 
9.952, 0.345065, -0.0806432, -7.39961, 
9.984, 0.346086, -0.0808331, -7.48955, 
10.016, 0.347162, -0.0809299, -7.6187, 
10.048, 0.348172, -0.0810367, -7.7411, 
10.08, 0.349199, -0.0810781, -7.76814, 
10.112, 0.350226, -0.0811261, -7.88131, 
10.144, 0.351356, -0.0811768, -8.05856, 
10.176, 0.352549, -0.0812462, -8.2261, 
10.208, 0.353794, -0.0813672, -8.3072, 
10.24, 0.355103, -0.081547, -8.48062, 
10.272, 0.356389, -0.0817038, -8.63138, 
10.304, 0.357704, -0.0818904, -8.71946, 
10.336, 0.359005, -0.082065, -8.8018, 
10.368, 0.360312, -0.0822214, -8.87131, 
10.4, 0.361543, -0.0822518, -9.04091, 
10.432, 0.362713, -0.0822278, -9.16963, 
10.464, 0.363872, -0.082206, -9.2889, 
10.496, 0.365032, -0.0821638, -9.44397, 
10.528, 0.366212, -0.082209, -9.56471, 
10.56, 0.367362, -0.0822372, -9.81307, 
10.592, 0.36852, -0.0822932, -9.92181, 
10.624, 0.369743, -0.0822874, -10.2307, 
10.656, 0.370959, -0.0822841, -10.2968, 
10.688, 0.372188, -0.0822528, -10.3513, 
10.72, 0.373414, -0.0821999, -10.4715, 
10.752, 0.374629, -0.0821539, -10.5104, 
10.784, 0.375886, -0.0820575, -10.5357, 
10.816, 0.377189, -0.0819622, -10.62, 
10.848, 0.378371, -0.0818749, -10.6496, 
10.88, 0.379578, -0.0817888, -10.834, 
10.912, 0.380718, -0.0817219, -10.9111, 
10.944, 0.38187, -0.0817177, -10.9755, 
10.976, 0.383017, -0.0816984, -11.0226, 
11.008, 0.384213, -0.0816501, -11.0679, 
11.04, 0.385428, -0.0816518, -11.1376, 
11.072, 0.386615, -0.0816417, -11.1931, 
11.104, 0.387773, -0.0816366, -11.325, 
11.136, 0.388929, -0.0816421, -11.3481, 
11.168, 0.390126, -0.0816752, -11.3671, 
11.2, 0.391288, -0.0816851, -11.4083, 
11.232, 0.392452, -0.0817188, -11.4233, 
11.264, 0.39363, -0.08174, -11.5512, 
11.296, 0.394739, -0.081702, -11.5623, 
11.328, 0.395874, -0.0816431, -11.5944, 
11.36, 0.397026, -0.0816045, -11.6617, 
11.392, 0.398072, -0.0814545, -11.7095, 
11.424, 0.399204, -0.0813787, -11.5918, 
11.456, 0.400378, -0.0813297, -11.5042, 
11.488, 0.40164, -0.0814143, -11.4858, 
11.52, 0.402896, -0.0814432, -11.4756, 
11.552, 0.404172, -0.0815128, -11.4016, 
11.584, 0.405456, -0.0816125, -11.4547, 
11.616, 0.406734, -0.0817125, -11.5116, 
11.648, 0.408021, -0.0817986, -11.4488, 
11.68, 0.40929, -0.0818942, -11.4784, 
11.712, 0.410589, -0.0820682, -11.402, 
11.744, 0.411876, -0.082228, -11.5123, 
11.776, 0.413202, -0.0824457, -11.4939, 
11.808, 0.414575, -0.082757, -11.3803, 
11.84, 0.416067, -0.0831579, -11.355, 
11.872, 0.417452, -0.0835111, -11.3689, 
11.904, 0.41881, -0.0838325, -11.297, 
11.936, 0.420182, -0.0841854, -11.2117, 
11.968, 0.421558, -0.0845263, -11.2311, 
12, 0.422867, -0.0848005, -11.1736, 
12.032, 0.424129, -0.0850209, -11.1008, 
12.064, 0.425483, -0.0853767, -11.1385, 
12.096, 0.426901, -0.085793, -11.1919, 
12.128, 0.42835, -0.0861788, -11.1541, 
12.16, 0.429918, -0.0865215, -11.1283, 
12.192, 0.431515, -0.0868393, -11.0996, 
12.224, 0.433216, -0.0872164, -11.019, 
12.256, 0.435005, -0.0875517, -11.0921, 
12.288, 0.436778, -0.088019, -11.2167, 
12.32, 0.438577, -0.0885126, -11.3337, 
12.352, 0.440348, -0.0889661, -11.448, 
12.384, 0.442143, -0.0894357, -11.5025, 
12.416, 0.443962, -0.0899001, -11.5952, 
12.448, 0.445848, -0.0904014, -11.6436, 
12.48, 0.447776, -0.0909312, -11.8437, 
12.512, 0.449659, -0.0914246, -11.9015, 
12.544, 0.451624, -0.0920041, -12.003, 
12.576, 0.45363, -0.092621, -12.082, 
12.608, 0.455581, -0.0931676, -12.2478, 
12.64, 0.457447, -0.0936808, -12.2748, 
12.672, 0.45934, -0.0942608, -12.327, 
12.704, 0.461328, -0.094862, -12.3774, 
12.736, 0.463343, -0.0954406, -12.3966, 
12.768, 0.465276, -0.0959544, -12.3899, 
12.8, 0.467258, -0.0963902, -12.4404, 
12.832, 0.469273, -0.0968511, -12.5215, 
12.864, 0.471263, -0.097328, -12.5808, 
12.896, 0.473276, -0.0978352, -12.6797, 
12.928, 0.475292, -0.0982797, -12.7638, 
12.96, 0.477264, -0.0987574, -12.8205, 
12.992, 0.479161, -0.0993263, -12.8585, 
13.024, 0.481104, -0.0998909, -12.9229, 
13.056, 0.483055, -0.100439, -13.0247, 
13.088, 0.485105, -0.100939, -13.0471, 
13.12, 0.487142, -0.101464, -13.1281, 
13.152, 0.48925, -0.101909, -13.199, 
13.184, 0.491295, -0.102416, -13.3583, 
13.216, 0.493277, -0.102983, -13.4166, 
13.248, 0.49517, -0.10362, -13.5433, 
13.28, 0.497055, -0.104295, -13.6024, 
13.312, 0.498939, -0.104923, -13.6196, 
13.344, 0.500846, -0.105549, -13.7231, 
13.376, 0.502725, -0.106219, -13.7219, 
13.408, 0.504665, -0.106877, -13.786, 
13.44, 0.506603, -0.107515, -13.7881, 
13.472, 0.508582, -0.108095, -13.8317, 
13.504, 0.510578, -0.10866, -13.9019, 
13.536, 0.512574, -0.109241, -13.9472, 
13.568, 0.514614, -0.109856, -14.0026, 
13.6, 0.516833, -0.110406, -14.0098, 
13.632, 0.51909, -0.110914, -13.9903, 
13.664, 0.521373, -0.11149, -14.0938, 
13.696, 0.523736, -0.112088, -14.1426, 
13.728, 0.526066, -0.112684, -14.1571, 
13.76, 0.528412, -0.11337, -14.2249, 
13.792, 0.530771, -0.114016, -14.2782, 
13.824, 0.533022, -0.114629, -14.3423, 
13.856, 0.535272, -0.115222, -14.527, 
13.888, 0.537521, -0.115794, -14.6947, 
13.92, 0.539755, -0.116345, -14.8718, 
13.952, 0.542014, -0.116905, -14.9727, 
13.984, 0.54429, -0.117484, -15.1755, 
14.016, 0.54656, -0.11809, -15.3326, 
14.048, 0.548886, -0.118688, -15.4674, 
14.08, 0.551135, -0.119296, -15.6013, 
14.112, 0.553446, -0.119891, -15.7104, 
14.144, 0.55567, -0.120543, -15.8241, 
14.176, 0.557939, -0.121048, -15.9184, 
14.208, 0.560286, -0.121537, -15.9399, 
14.24, 0.562713, -0.121997, -15.9726, 
14.272, 0.565084, -0.122474, -16.0435, 
14.304, 0.567449, -0.122912, -16.0727, 
14.336, 0.569867, -0.123297, -16.1331, 
14.368, 0.572325, -0.123633, -16.221, 
14.4, 0.574717, -0.124028, -16.3239, 
14.432, 0.577252, -0.124255, -16.3347, 
14.464, 0.579758, -0.124506, -16.3338, 
14.496, 0.582269, -0.124757, -16.4171, 
14.528, 0.584856, -0.124931, -16.484, 
14.56, 0.587478, -0.12507, -16.6019, 
14.592, 0.590129, -0.12521, -16.6795, 
14.624, 0.592817, -0.125287, -16.6651, 
14.656, 0.595553, -0.125293, -16.7792, 
14.688, 0.598313, -0.12529, -16.6832, 
14.72, 0.601127, -0.125222, -16.781, 
14.752, 0.603895, -0.12515, -16.7659, 
14.784, 0.60664, -0.125095, -16.8465, 
14.816, 0.609358, -0.125109, -16.8784, 
14.848, 0.612091, -0.125112, -16.9004, 
14.88, 0.614787, -0.125084, -16.9639, 
14.912, 0.617488, -0.124999, -16.9992, 
14.944, 0.620221, -0.124883, -17.1386, 
14.976, 0.622984, -0.124819, -17.2311, 
15.008, 0.625837, -0.124794, -17.2587, 
15.04, 0.628665, -0.124719, -17.3135, 
15.072, 0.631506, -0.124626, -17.3995, 
15.104, 0.634417, -0.124556, -17.5517, 
15.136, 0.637294, -0.12443, -17.7389, 
15.168, 0.640151, -0.124315, -17.7844, 
15.2, 0.643004, -0.12425, -17.8499, 
15.232, 0.645803, -0.124101, -17.8927, 
15.264, 0.648703, -0.124055, -17.9342, 
15.296, 0.651532, -0.123937, -18.0245, 
15.328, 0.654313, -0.123775, -18.1003, 
15.36, 0.657055, -0.123574, -18.0992, 
15.392, 0.659743, -0.123319, -18.1077, 
15.424, 0.662401, -0.123024, -18.1664, 
15.456, 0.665017, -0.122681, -18.1204, 
15.488, 0.667632, -0.122335, -18.1542, 
15.52, 0.670331, -0.122078, -18.1587, 
15.552, 0.672952, -0.121742, -18.1231, 
15.584, 0.675547, -0.121379, -18.1271, 
15.616, 0.67815, -0.121033, -18.1456, 
15.648, 0.680742, -0.120684, -18.1799, 
15.68, 0.683307, -0.120307, -18.1422, 
15.712, 0.685869, -0.119907, -18.212, 
15.744, 0.68848, -0.119567, -18.2058, 
15.776, 0.691087, -0.11922, -18.2969, 
15.808, 0.693742, -0.118917, -18.3852, 
15.84, 0.696335, -0.118581, -18.466, 
15.872, 0.698796, -0.118159, -18.4616, 
15.904, 0.701211, -0.117709, -18.477, 
15.936, 0.703764, -0.117308, -18.5071, 
15.968, 0.706314, -0.116848, -18.5187, 
16, 0.708821, -0.116393, -18.5499, 
16.032, 0.711313, -0.115864, -18.6422, 
16.064, 0.713877, -0.115366, -18.6449, 
16.096, 0.716388, -0.114838, -18.6316, 
16.128, 0.7189, -0.114423, -18.671, 
16.16, 0.721411, -0.113975, -18.6758, 
16.192, 0.723841, -0.113551, -18.7641, 
16.224, 0.726268, -0.113162, -18.7893, 
16.256, 0.728692, -0.112727, -18.7994, 
16.288, 0.731117, -0.112269, -18.8041, 
16.32, 0.733513, -0.111779, -18.8513, 
16.352, 0.735972, -0.111363, -18.9246, 
16.384, 0.738398, -0.111053, -19.0117, 
16.416, 0.74078, -0.110757, -19.1096, 
16.448, 0.743206, -0.110469, -19.1456, 
16.48, 0.745573, -0.110199, -19.1163, 
16.512, 0.747967, -0.109986, -19.2397, 
16.544, 0.750197, -0.109854, -19.2488, 
16.576, 0.752474, -0.109671, -19.3354, 
16.608, 0.754815, -0.109381, -19.3712, 
16.64, 0.757184, -0.109073, -19.3787, 
16.672, 0.759519, -0.10878, -19.441, 
16.704, 0.761924, -0.108435, -19.4805, 
16.736, 0.764328, -0.108102, -19.4448, 
16.768, 0.766735, -0.107761, -19.4558, 
16.8, 0.769135, -0.107404, -19.4391, 
16.832, 0.771542, -0.10706, -19.4685, 
16.864, 0.773868, -0.106799, -19.4722, 
16.896, 0.776199, -0.106549, -19.4736, 
16.928, 0.778595, -0.106208, -19.3947, 
16.96, 0.780915, -0.105917, -19.3998, 
16.992, 0.783276, -0.105564, -19.4062, 
17.024, 0.785611, -0.105225, -19.4624, 
17.056, 0.787923, -0.104924, -19.5284, 
17.088, 0.790245, -0.104612, -19.6223, 
17.12, 0.792462, -0.104409, -19.5894, 
17.152, 0.794666, -0.104221, -19.6381, 
17.184, 0.796872, -0.10403, -19.6662, 
17.216, 0.799065, -0.103861, -19.6824, 
17.248, 0.801175, -0.103737, -19.8528, 
17.28, 0.803359, -0.103521, -19.7756, 
17.312, 0.805544, -0.103301, -19.7041, 
17.344, 0.807714, -0.103092, -19.6553, 
17.376, 0.809808, -0.102967, -19.7545, 
17.408, 0.811941, -0.102804, -19.7408, 
17.44, 0.814057, -0.102687, -19.8458, 
17.472, 0.816191, -0.102546, -19.8118, 
17.504, 0.818419, -0.102305, -19.8047, 
17.536, 0.820624, -0.102091, -19.7994, 
17.568, 0.822829, -0.101885, -19.8741, 
17.6, 0.82498, -0.101741, -19.9432, 
17.632, 0.827099, -0.101609, -20.0411, 
17.664, 0.829276, -0.101453, -20.0293, 
17.696, 0.831394, -0.10135, -19.993, 
17.728, 0.833442, -0.101272, -19.9762, 
17.76, 0.835458, -0.101197, -19.9612, 
17.792, 0.837478, -0.101163, -19.9715, 
17.824, 0.839574, -0.101074, -19.9788, 
17.856, 0.841751, -0.100979, -20.0578, 
17.888, 0.843902, -0.100888, -20.0764, 
17.92, 0.8461, -0.100786, -20.1302, 
17.952, 0.848327, -0.100645, -20.1302, 
17.984, 0.850601, -0.100469, -20.1758, 
