time, light, accx, accy, accz,
110.496, 1, -0.0388989, 0.00127954, 9.75366, 
110.528, 1, -0.0418329, -0.00457064, 9.76414, 
110.56, 1, -0.0101807, -0.0377343, 9.81016, 
110.592, 1, -0.0138302, -0.000637436, 9.76137, 
110.624, 1, -0.0178175, 0.0799638, 9.77968, 
110.656, 1, 0.0456769, -0.00121043, 9.7469, 
110.688, 1, -0.0422316, -0.0468535, 9.77267, 
110.72, 1, 0.0637271, -0.0648926, 9.69294, 
110.752, 1, 0.0157723, -0.00397607, 9.79433, 
110.784, 1, 0.0299147, -0.0187092, 9.83322, 
110.816, 1, 0.0120083, 0.0111584, 9.86071, 
110.848, 1, 0.016538, 0.00590004, 9.85049, 
110.88, 1, 0.0573351, 0.00190671, 9.82637, 
110.912, 1, 0.00955824, 0.0728691, 9.79167, 
110.944, 1, -0.0223885, 0.0422192, 9.76605, 
110.976, 1, 0.0537701, 0.0955024, 9.86813, 
111.008, 1, 0.0557429, 0.0352552, 9.84855, 
111.04, 1, 0.0164776, 0.0450947, 9.81657, 
111.072, 1, 0.0523232, -0.0461204, 9.90814, 
111.104, 1, -0.0433745, -0.000844774, 9.82785, 
111.136, 1, 0.0211865, 0.0766696, 9.79898, 
111.168, 1, -0.0137998, 0.00307891, 9.79908, 
111.2, 1, 0.0661777, 0.0774935, 9.89744, 
111.232, 1, -0.0307453, 0.0446624, 9.91408, 
111.264, 1, -0.0710829, 0.00324486, 9.81949, 
111.296, 1, -0.0131855, 0.0710513, 9.83811, 
111.328, 1, -0.0279418, -0.0697659, 9.79907, 
111.36, 1, 0.0271125, -0.0594497, 9.77521, 
111.392, 1, 0.127243, 0.110215, 9.76167, 
111.424, 1, 0.0353102, 0.0586788, 9.83402, 
111.456, 1, -0.00257652, 0.0170056, 9.82088, 
111.488, 1, -0.0621186, 0.0550245, 9.73528, 
111.52, 1, 0.0752656, -0.0191703, 9.7767, 
111.552, 1, 0.149529, -0.0204301, 9.79918, 
111.584, 1, 0.0414745, 0.0563627, 9.83045, 
111.616, 1, 0.0447337, 0.0139575, 9.70201, 
111.648, 1, 0.0399462, 0.055323, 9.82321, 
111.68, 1, 0.0378835, -0.00682803, 9.7297, 
111.712, 1, -0.0917099, 0.0287781, 9.78678, 
111.744, 1, 0.0357011, -0.0475945, 9.71019, 
111.776, 1, -0.0126192, 0.0436564, 9.84371, 
111.808, 1, 0.00272639, 0.0365743, 9.86286, 
111.84, 1, -0.0304568, 0.0461381, 9.8042, 
111.872, 1, 0.107154, 0.0256775, 9.81231, 
111.904, 1, -0.0555752, 0.0600831, 9.77608, 
111.936, 1, -0.0932975, -0.0428086, 9.86745, 
111.968, 1, -0.134673, 0.00252653, 9.83856, 
112, 1, 0.059193, -0.0419961, 9.76062, 
112.032, 1, -0.0715023, -0.0170772, 9.86344, 
112.064, 1, -0.0221467, 0.0106296, 9.75118, 
112.096, 1, 0.0386788, 0.0294485, 9.75354, 
112.128, 1, -0.00855529, 0.0602749, 9.85958, 
112.16, 1, -0.0399519, -0.0280962, 9.82181, 
112.192, 1, -0.0370106, 0.0617643, 9.82734, 
112.224, 1, -0.0420342, 0.0156047, 9.90898, 
112.256, 1, -0.0170827, -0.0281888, 9.75949, 
112.288, 1, 0.00845925, -0.00264691, 9.82822, 
112.32, 1, 0.0371765, -0.131394, 9.81, 
112.352, 1, 0.0266809, 0.0219531, 9.83539, 
112.384, 1, 0.00596546, -0.028255, 9.83811, 
112.416, 1, 0.0264442, 0.00654367, 9.75952, 
112.448, 1, -0.0247178, -0.0317352, 9.85499, 
112.48, 1, 0.0448136, -0.0414885, 9.81585, 
112.512, 1, 0.0240646, 0.0309639, 9.79803, 
112.544, 1, -0.10262, 0.0384505, 9.8231, 
112.576, 1, -0.0305048, -0.00580379, 9.81408, 
112.608, 1, -0.061447, 0.0481047, 9.86204, 
112.64, 1, -0.00518943, 0.0433798, 9.78368, 
112.672, 1, 0.0395043, -0.026392, 9.8611, 
112.704, 1, -0.0426076, -0.0782608, 9.8722, 
112.736, 1, 0.0441082, -0.0353255, 9.81612, 
112.768, 1, 0.0219228, 0.0029948, 9.82554, 
112.8, 1, -0.073848, -0.0492627, 9.86549, 
112.832, 1, -0.0403851, 0.105655, 9.71759, 
112.864, 1, 0.0186909, 0.0242031, 9.89312, 
112.896, 1, 0.0101709, -0.0584972, 9.93227, 
112.928, 1, -0.0153315, 0.00461726, 9.74461, 
112.96, 1, 0.0657575, -0.0410462, 9.8423, 
112.992, 1, -0.0285965, 0.0575518, 9.80661, 
113.024, 1, 0.128162, 0.0221834, 9.7958, 
113.056, 1, 0.114432, 0.0519415, 9.8896, 
113.088, 1, 0.0637049, -0.0757724, 9.80913, 
113.12, 1, -0.00856432, -0.0337336, 9.85507, 
113.152, 1, 0.0451688, 0.0191844, 9.83064, 
113.184, 1, -0.00160578, 0.0638557, 9.87693, 
113.216, 1, 0.0374719, -0.040349, 9.79366, 
113.248, 1, 0.0528375, -0.0165263, 9.77489, 
113.28, 1, -0.0601444, -0.0824258, 9.81668, 
113.312, 1, -0.0111105, -0.0192211, 9.85471, 
113.344, 1, -0.0176359, -0.0025106, 9.69141, 
113.376, 1, -0.042273, 0.0285709, 9.88632, 
113.408, 1, 0.019745, -0.0195348, 9.77409, 
113.44, 1, -0.0363757, 0.00112068, 9.78067, 
113.472, 1, -0.0210148, 0.0367496, 9.774, 
113.504, 1, 0.103046, -0.0174027, 9.77933, 
113.536, 1, -0.00588413, 0.00315782, 9.83557, 
113.568, 1, -0.00354954, 0.0579921, 9.85359, 
113.6, 1, -0.0398545, 0.057606, 9.74666, 
113.632, 1, -0.0908744, 0.0775745, 9.77081, 
113.664, 1, 0.0282818, 0.0249041, 9.75599, 
113.696, 1, 0.0769425, 0.0897484, 9.70938, 
113.728, 1, -0.0177312, -0.0472997, 9.74571, 
113.76, 1, 0.0190499, -0.0247751, 9.78093, 
113.792, 1, 0.0341284, 0.0338554, 9.85327, 
113.824, 1, 0.00366761, 0.0259477, 9.83701, 
113.856, 1, -0.0299316, -0.017002, 9.76298, 
113.888, 1, -0.0209204, -0.028467, 9.76124, 
113.92, 1, -0.0586183, 0.0785363, 9.78585, 
113.952, 1, -0.0380509, 0.0447264, 9.76543, 
113.984, 1, -0.0342786, 0.00857442, 9.88916, 
114.016, 1, -0.00437509, -0.0394742, 9.94716, 
114.048, 1, -0.0126617, -0.0487127, 9.85814, 
114.08, 1, 0.00202323, -0.064772, 9.80599, 
114.112, 1, -0.0826833, 0.0334106, 9.86468, 
114.144, 1, 0.00129572, 0.0286216, 9.86125, 
114.176, 1, -0.0413231, 0.0298375, 9.88638, 
114.208, 1, -0.0647486, 0.0818004, 9.81682, 
114.24, 1, -0.0657993, -0.012571, 9.75207, 
114.272, 1, 0.00794847, 0.00520579, 9.8508, 
114.304, 1, -0.00974729, 0.0505798, 9.91658, 
114.336, 1, 0.042716, 0.0758661, 9.76588, 
114.368, 1, -0.0453439, 0.0668996, 9.74931, 
114.4, 1, -0.0078151, -0.0332361, 9.87256, 
114.432, 1, -0.0165321, -0.0275035, 9.78802, 
114.464, 1, -0.0623378, 0.104906, 9.78515, 
114.496, 1, -0.0531354, 0.0223823, 9.79654, 
114.528, 1, 0.066868, -0.0593131, 9.88318, 
114.56, 1, 0.0248273, -0.0649919, 9.92116, 
114.592, 1, -0.0151311, 0.0697484, 9.8643, 
114.624, 1, -0.0495641, 0.0184842, 9.82245, 
114.656, 1, 0.0383118, 0.0291289, 9.7864, 
114.688, 1, -0.0608766, -0.0533276, 9.7982, 
114.72, 1, 0.0499727, 0.0834479, 9.77854, 
114.752, 1, -0.0650263, -0.0289887, 9.92964, 
114.784, 1, -0.0860753, -0.118247, 9.88545, 
114.816, 1, 0.078444, 0.00359808, 9.7951, 
114.848, 1, 0.0633338, -0.0710176, 9.76728, 
114.88, 1, 0.138053, 0.0401203, 9.88966, 
114.912, 1, -0.0265573, 0.0586184, 9.80419, 
114.944, 1, 0.093796, -0.0259189, 9.83141, 
114.976, 1, -0.0313787, 0.0660832, 9.85777, 
115.008, 1, -0.0419295, 0.043694, 9.73552, 
115.04, 1, -0.0977913, -0.0209586, 9.90956, 
115.072, 1, -0.0909566, -0.0844746, 9.81072, 
115.104, 1, -0.0202805, 0.00239318, 9.80248, 
115.136, 1, -0.0263275, 0.012696, 9.83104, 
115.168, 1, -0.0733182, 0.0355214, 9.94089, 
115.2, 1, 0.0427687, 0.0261226, 9.82952, 
115.232, 1, -0.0573354, 0.0796883, 9.88565, 
115.264, 1, 0.0361638, 0.0206486, 9.84073, 
115.296, 1, 0.024156, -0.0235932, 9.79982, 
115.328, 1, 0.02371, -0.114612, 9.81422, 
115.36, 1, 0.0354969, -0.05967, 9.86059, 
115.392, 1, 0.00780852, 0.0610045, 9.94173, 
115.424, 1, 0.0688079, 0.00648188, 9.7774, 
115.456, 1, -0.061019, -0.0595416, 9.85831, 
115.488, 1, 0.0398259, 0.025317, 9.75815, 
115.52, 1, -0.02442, -0.0279371, 9.80369, 
115.552, 1, -0.0470633, -0.0229022, 9.66317, 
115.584, 1, -0.0218783, 0.0611104, 9.85924, 
115.616, 1, 0.052446, 0.0903649, 9.81003, 
115.648, 1, 0.0163946, 0.0955259, 9.78531, 
115.68, 1, -0.0651673, -0.0236516, 9.76341, 
115.712, 1, 0.0165631, 0.0241638, 9.72235, 
115.744, 1, 0.0228764, 0.0569033, 9.88279, 
115.776, 1, -0.0489737, 0.0162714, 9.84965, 
115.808, 1, -0.0177762, 0.0346297, 9.81946, 
115.84, 1, -0.0395241, 0.0446916, 9.86211, 
115.872, 1, -0.0351798, 0.0365283, 9.81636, 
115.904, 1, -0.100653, -0.000272132, 9.85802, 
115.936, 1, -0.0719511, -0.00789, 9.75027, 
115.968, 1, 0.0709312, 0.0711681, 9.88236, 
116, 1, 0.0423312, -0.115983, 9.82025, 
116.032, 1, 0.0333602, 0.020634, 9.86166, 
116.064, 1, -0.059356, 0.0173424, 9.88302, 
116.096, 1, 0.0283768, -0.0731606, 9.81165, 
116.128, 1, 0.0733409, -0.0183009, 9.78918, 
116.16, 1, 0.0350221, 0.0397126, 9.89192, 
116.192, 1, 0.0156683, -0.0206731, 9.76821, 
116.224, 1, 0.00513035, -0.0732544, 9.82261, 
116.256, 1, -0.0267605, 0.0207726, 9.76186, 
116.288, 1, 0.0318944, 0.068025, 9.79261, 
116.32, 1, 0.0646263, -0.00239719, 9.72337, 
116.352, 1, 0.109525, 0.00313517, 9.79604, 
116.384, 1, -0.0302235, 0.0844045, 9.70751, 
116.416, 1, -0.0261269, 0.0259734, 9.79723, 
116.448, 1, 0.0127965, -0.072524, 9.918, 
116.48, 1, -0.0569064, 0.0753861, 9.82314, 
116.512, 1, -0.00727379, 0.0886079, 9.83677, 
116.544, 1, -0.0849131, 0.043823, 9.89257, 
116.576, 1, 0.0111255, -0.0516806, 9.8783, 
116.608, 1, -0.0591446, 0.050083, 9.83428, 
116.64, 1, -0.104392, 0.0301627, 9.86037, 
116.672, 1, -0.0796465, 0.0963155, 9.82776, 
116.704, 1, 0.0227973, 0.0144704, 9.94069, 
116.736, 1, -0.0443505, 0.00676171, 9.80928, 
116.768, 1, -0.0800822, -0.00507518, 9.81658, 
116.8, 1, -0.0546934, -0.00417905, 9.75555, 
116.832, 1, 0.006187, -0.0280899, 9.88881, 
116.864, 1, -0.016768, -0.0189997, 9.79019, 
116.896, 1, -0.0172112, 0.0211312, 9.8399, 
116.928, 1, -0.136079, -0.026525, 9.81537, 
116.96, 1, 0.0895757, 0.0700186, 9.887, 
116.992, 1, 0.000979508, 0.0138208, 9.80074, 
117.024, 1, 0.0745066, 0.0077295, 9.7913, 
117.056, 1, 0.0283933, -0.0396683, 9.7417, 
117.088, 1, -0.0139287, -0.0475918, 9.83993, 
117.12, 1, -0.0407192, -0.00712881, 9.7661, 
117.152, 1, -0.0340456, -0.00813325, 9.76226, 
117.184, 1, 0.00258608, 0.0184509, 9.82673, 
117.216, 1, -0.0254483, -0.035149, 9.8257, 
117.248, 1, -0.0830744, 0.0135409, 9.73275, 
117.28, 1, 0.0742954, -0.0181605, 9.7607, 
117.312, 1, 0.0616528, -0.0804724, 9.78124, 
117.344, 1, -0.0793543, -0.0659403, 9.88712, 
117.376, 1, -0.0529253, -0.0912824, 9.84282, 
117.408, 1, 0.0490602, -0.0166727, 9.88204, 
117.44, 1, 0.0377046, -0.0102604, 9.83602, 
117.472, 1, 0.0395365, 0.0334769, 9.79163, 
117.504, 1, 0.0383451, -0.0537229, 9.78484, 
117.536, 1, -0.0302237, 0.0375304, 9.77902, 
117.568, 1, -0.0369281, -0.00677158, 9.84499, 
117.6, 1, -0.0400376, 0.107096, 9.79499, 
117.632, 1, 0.00336913, 0.0841727, 9.8111, 
117.664, 1, 0.0173686, -0.0144141, 9.77994, 
117.696, 1, -0.0217129, -0.0428142, 9.78972, 
117.728, 1, 0.0123982, -0.0145566, 9.84435, 
117.76, 1, -0.038639, -0.0643626, 9.71924, 
117.792, 1, 0.0376678, -0.0277864, 9.70057, 
117.824, 1, -0.0252158, -0.0618318, 9.88922, 
117.856, 1, -0.0706275, 0.00298759, 9.79669, 
117.888, 1, 0.00745939, 0.0273705, 9.85424, 
117.92, 1, 0.0278679, 0.0213702, 9.83914, 
117.952, 1, 0.0846216, -0.00117958, 9.81755, 
117.984, 1, 0.112613, 0.122145, 9.84481, 
118.016, 1, 0.0150958, -0.0430661, 9.76438, 
118.048, 1, 0.021729, 0.0182696, 9.77341, 
118.08, 1, -0.033367, -0.00126045, 9.85182, 
118.112, 1, -0.0371528, -0.088707, 9.75394, 
118.144, 1, 0.0585868, -0.0461758, 9.73315, 
118.176, 1, 0.0746344, -0.0171876, 9.82237, 
118.208, 1, 0.00695546, -0.000770815, 9.84029, 
118.24, 1, 0.0276263, 0.022888, 9.79008, 
118.272, 1, 0.0297428, 0.0270475, 9.79452, 
118.304, 1, 0.0242096, 0.0220416, 9.80682, 
118.336, 1, 0.03774, -0.0429277, 9.81894, 
118.368, 1, 0.0389801, -0.030042, 9.72227, 
118.4, 1, 0.118404, 0.0466983, 9.78429, 
118.432, 1, 0.000880194, 0.0822317, 9.83994, 
118.464, 1, -0.0802169, 0.0559416, 9.94565, 
118.496, 1, -0.0314369, 0.00647499, 9.91564, 
118.528, 1, 0.118138, -0.0376596, 9.82834, 
118.56, 1, -0.091193, 0.111949, 9.82018, 
118.592, 1, 0.0091884, 0.00575349, 9.7784, 
118.624, 1, 0.0197152, 0.00399019, 9.92397, 
118.656, 1, -0.00633616, 0.0417659, 9.85408, 
118.688, 1, -0.14365, -0.0977596, 9.81652, 
118.72, 1, -0.0316565, -0.0637767, 9.70632, 
118.752, 1, 0.0467188, 0.0485428, 9.82739, 
118.784, 1, 0.0570831, 0.0285775, 9.87712, 
118.816, 1, 0.0340313, 0.0133284, 9.81141, 
118.848, 1, -0.0172587, -0.0716, 9.79546, 
118.88, 1, 0.0872801, 0.043362, 9.85284, 
118.912, 1, -0.0399837, 0.00169959, 9.76764, 
118.944, 1, 0.0282918, -0.0666623, 9.77301, 
118.976, 1, 0.0442147, 0.00457559, 9.8313, 
119.008, 1, -0.022306, 0.012367, 9.75335, 
119.04, 1, 0.00333746, -0.0170703, 9.73118, 
119.072, 1, 0.000152357, -0.01604, 9.83927, 
119.104, 1, 0.0337373, 0.00616417, 9.80565, 
119.136, 1, 0.0202906, 0.0334692, 9.81841, 
119.168, 1, -0.025555, -0.0132139, 9.7294, 
119.2, 1, 0.000753589, 0.139445, 9.8059, 
119.232, 1, -0.0824328, -0.0126813, 9.76837, 
119.264, 1, -0.0208803, 0.0734916, 9.83219, 
119.296, 1, 0.0192899, 0.023338, 9.84152, 
119.328, 1, 0.00699613, -0.0301499, 9.90578, 
119.36, 1, -0.0102224, 0.00162874, 9.77531, 
119.392, 1, 0.0497895, -0.00772667, 9.76416, 
119.424, 1, 0.0384197, 0.0680512, 9.79837, 
119.456, 1, 0.0825236, -0.0292803, 9.78436, 
119.488, 1, -0.054729, -0.0178994, 9.78212, 
119.52, 1, 0.0337187, -0.0582365, 9.82964, 
119.552, 1, -0.0033452, 0.0552771, 9.81748, 
119.584, 1, 0.0310166, -0.0324129, 9.84106, 
119.616, 1, -0.0377336, 0.00687063, 9.75185, 
119.648, 1, -0.0107854, -0.0325545, 9.83308, 
119.68, 1, -0.0517422, 0.0025711, 9.77433, 
119.712, 1, 0.00353469, -0.00694029, 9.87725, 
119.744, 1, -0.0462253, -0.0986218, 9.79148, 
119.776, 1, -0.0402052, -0.00359751, 9.8385, 
119.808, 1, -0.0447635, 0.0877325, 9.83218, 
119.84, 1, 0.0202082, -0.089271, 9.77844, 
119.872, 1, 0.0115135, 0.0418848, 9.89291, 
119.904, 1, 0.0646333, 0.0174915, 9.87259, 
119.936, 1, -0.0487959, -0.0752306, 9.84662, 
119.968, 1, -0.0379379, 0.00920883, 9.91756, 
120, 1, 0.0231185, 0.0290056, 9.82448, 
120.032, 1, 0.0525646, 0.108616, 9.79061, 
120.064, 1, -0.0467644, -0.0338431, 9.88378, 
120.096, 1, 0.0474233, -0.123532, 9.76397, 
120.128, 1, -0.0301408, -0.0442746, 9.86409, 
120.16, 1, -0.0588409, -0.0106882, 9.77684, 
120.192, 1, -0.0572277, -0.0307355, 9.79628, 
120.224, 1, -0.0445296, -0.0494432, 9.72343, 
120.256, 1, 0.0337203, 0.132224, 9.80167, 
120.288, 1, -0.0807585, -0.0441958, 9.75798, 
120.32, 1, 0.065534, 0.0493884, 9.79857, 
120.352, 1, 0.0444123, 0.00923432, 9.80374, 
120.384, 1, -0.0302311, 0.101133, 9.70268, 
120.416, 1, -0.0247334, 0.0426046, 9.77658, 
120.448, 1, 0.00992512, 0.0991341, 9.81574, 
120.48, 1, -0.108493, -0.0195167, 9.77559, 
120.512, 1, 0.0238071, -0.0296527, 9.75668, 
120.544, 1, 0.0394497, -0.04575, 9.80535, 
120.576, 1, 0.0051242, -0.0426811, 9.86872, 
120.608, 1, -0.002257, 0.0807526, 9.94572, 
120.64, 1, -0.0342719, -0.01605, 9.7706, 
120.672, 1, 0.0549854, -0.0808074, 9.71856, 
120.704, 1, -0.0323738, 0.0246484, 9.85307, 
120.736, 1, 0.00235403, 0.0481567, 9.8274, 
120.768, 1, 0.0270607, -0.0598741, 9.7761, 
120.8, 1, -0.00321804, -0.0406766, 9.78908, 
120.832, 1, 0.0812697, -0.0224729, 9.76166, 
120.864, 1, 0.0374294, 0.0592519, 9.73712, 
120.896, 1, 0.0079547, -0.0444778, 9.89374, 
120.928, 1, 0.00480677, -0.0254348, 9.80519, 
120.96, 1, -0.0144687, 0.0244515, 9.80826, 
120.992, 1, 0.0826927, 0.0137086, 9.77912, 
121.024, 1, 0.0303253, -0.165596, 9.87849, 
121.056, 1, -0.0815626, 0.00870996, 9.79246, 
121.088, 1, -0.0601573, -0.00786459, 9.78168, 
121.12, 1, -0.00795572, 0.0120786, 9.74007, 
121.152, 1, 0.0500869, 0.043102, 9.82501, 
121.184, 1, -0.078026, 0.0596443, 9.82644, 
121.216, 1, 0.0216815, 0.0235129, 9.88546, 
121.248, 1, -0.0130074, 0.0355719, 9.8217, 
121.28, 1, 0.0148198, -0.0658281, 9.76269, 
121.312, 1, -0.00653418, -0.0310157, 9.91317, 
121.344, 1, -0.0250954, -0.0275403, 9.8889, 
121.376, 1, 0.0451496, -0.00690813, 9.88294, 
121.408, 1, 0.0528274, 0.0167118, 9.73746, 
121.44, 1, 0.0214323, -0.0290434, 9.88613, 
121.472, 1, 0.00398903, -0.002864, 9.71439, 
121.504, 1, 0.0829731, -0.103366, 9.79859, 
121.536, 1, -0.0767044, 0.0742158, 9.79109, 
121.568, 1, 0.102229, -0.0503601, 9.79665, 
121.6, 1, -0.0181956, -0.0201794, 9.7904, 
121.632, 1, -0.0237666, 0.0638226, 9.76363, 
121.664, 1, 0.00420794, 0.0180693, 9.89427, 
121.696, 1, 0.00740259, -0.0839698, 9.75218, 
121.728, 1, -0.0258334, -0.0246854, 9.71149, 
121.76, 1, -0.00815777, 0.079774, 9.77241, 
121.792, 1, 0.0225794, -0.0111639, 9.69921, 
121.824, 1, 0.0129987, 0.025851, 9.83735, 
121.856, 1, 0.0209383, -0.0114881, 9.79707, 
121.888, 1, 0.00519995, -0.00204591, 9.74071, 
121.92, 1, 0.0682823, -0.0213663, 9.87138, 
121.952, 1, 0.0197581, -0.103627, 9.87473, 
121.984, 1, 0.0137394, 0.0405556, 9.77665, 
122.016, 1, -0.0112864, 0.0166621, 9.71687, 
122.048, 1, 0.0162385, -0.038753, 9.72141, 
122.08, 1, -0.133465, 0.0226948, 9.74725, 
122.112, 1, 0.00434078, -0.0270161, 9.79841, 
122.144, 1, 0.00102708, 0.00982771, 9.83595, 
122.176, 1, -0.0527162, 0.0991049, 9.87709, 
122.208, 1, -0.0175371, 0.0358105, 9.81079, 
122.24, 1, -0.0392271, -0.025129, 9.86442, 
122.272, 1, 0.0215407, 0.0148801, 9.79304, 
122.304, 1, 0.0154736, 0.0377477, 9.78787, 
122.336, 1, 0.0420399, -0.0413187, 9.90807, 
122.368, 1, 0.0220268, 0.00191686, 9.78547, 
122.4, 1, -0.0383174, 0.0303066, 9.88345, 
122.432, 1, 0.0806258, -0.0366354, 9.81638, 
122.464, 1, 0.0662074, -0.0298399, 9.78613, 
122.496, 1, 0.0484071, 0.00584045, 9.87749, 
122.528, 1, 0.0240924, 0.0782776, 9.82098, 
122.56, 1, -0.0613731, 0.00828752, 9.84315, 
122.592, 1, -0.103126, 0.0947451, 9.76906, 
122.624, 1, 0.00153456, 0.0184846, 9.77489, 
122.656, 1, -0.022716, -0.0147626, 9.8664, 
122.688, 1, -0.0791688, 0.0229751, 9.77918, 
122.72, 1, 0.0259239, 0.0294425, 9.78374, 
122.752, 1, -0.0259194, 0.0538681, 9.80057, 
122.784, 1, -0.0309259, 0.0427734, 9.79195, 
122.816, 1, 0.0669492, -0.0391888, 9.79346, 
122.848, 1, -0.00528193, 0.027795, 9.92238, 
122.88, 1, 0.0798667, 0.0720139, 9.8441, 
122.912, 1, 0.00732377, 0.0539314, 9.75819, 
122.944, 1, -0.0424485, -0.0419913, 9.75293, 
122.976, 1, -0.0330607, -0.0217862, 9.87183, 
123.008, 1, -0.0716279, 0.024641, 9.86224, 
123.04, 1, -0.0232675, 0.0160091, 9.92187, 
123.072, 1, -0.0272195, 0.0598928, 9.72898, 
123.104, 1, -0.0286995, 0.0481488, 9.75956, 
123.136, 1, -0.0208726, -0.0344514, 9.81816, 
123.168, 1, -0.0119745, -0.0311192, 9.86153, 
123.2, 1, -0.00786708, 0.0132079, 9.8593, 
123.232, 1, 0.0142639, 0.0412931, 9.82061, 
123.264, 1, -0.0201417, -0.0508816, 9.84377, 
123.296, 1, 0.00760133, 0.0435207, 9.70135, 
123.328, 1, -0.0160295, 0.00614304, 9.86618, 
123.36, 1, -0.0306453, -0.0574231, 9.86054, 
123.392, 1, -0.0519522, -0.0825836, 9.76467, 
123.424, 1, 0.0192433, -0.0934753, 9.76683, 
123.456, 1, -0.0239222, 0.0350069, 9.88743, 
123.488, 1, 0.0665061, 0.0305393, 9.81265, 
123.52, 1, 0.0781744, 0.093385, 9.7868, 
123.552, 1, 0.0195105, -0.0397339, 9.82406, 
123.584, 1, 0.0385319, -0.0874844, 9.86252, 
123.616, 1, -0.0446959, 0.0436346, 9.80991, 
123.648, 1, -0.0325204, 0.0380878, 9.81577, 
123.68, 1, -0.000195423, -0.0107158, 9.81252, 
123.712, 1, 0.00857726, -0.0334736, 9.77476, 
123.744, 1, 0.00986804, -0.0401745, 9.83796, 
123.776, 1, 0.0392237, 0.0460632, 9.82023, 
123.808, 1, 0.070822, -0.0103811, 9.85019, 
123.84, 1, -0.11837, 0.0229618, 9.83688, 
123.872, 1, -0.0313452, -0.037146, 9.73731, 
123.904, 1, -0.0271944, 0.0488787, 9.7956, 
123.936, 1, -0.029891, -0.0539288, 9.82597, 
123.968, 1, -0.0315094, 0.0614303, 9.82869, 
124, 1, 0.00824687, -0.0411493, 9.76538, 
124.032, 1, -0.00491445, 0.0819372, 9.82824, 
124.064, 1, 0.0130034, -0.0795561, 9.81164, 
124.096, 1, 0.0184639, -0.0276094, 9.77377, 
124.128, 1, 0.0998936, -0.0463662, 9.89167, 
124.16, 1, 0.0282727, 0.0117614, 9.79699, 
124.192, 1, 0.0219938, 0.0229364, 9.79928, 
124.224, 1, -0.0304496, 0.0144906, 9.85595, 
124.256, 1, 0.0673264, 0.00761804, 9.78173, 
124.288, 1, -0.00572153, -0.0199145, 9.83862, 
124.32, 1, 0.0543621, 0.0567861, 9.78594, 
124.352, 1, 0.0297424, -0.0251764, 9.80347, 
124.384, 1, 0.0372824, -0.124143, 9.77498, 
124.416, 1, 0.00496973, -0.0507112, 9.68987, 
124.448, 1, -0.0239515, 0.0413459, 9.85741, 
124.48, 1, -0.0376906, 0.0999093, 9.8553, 
124.512, 1, -0.0657047, 0.00862467, 9.76914, 
124.544, 1, -0.012376, -0.0904295, 9.84473, 
124.576, 1, -0.0613355, 0.0185663, 9.87752, 
124.608, 1, 0.0459243, 0.008543, 9.79541, 
124.64, 1, 0.0679012, 0.0458165, 9.81083, 
124.672, 1, 0.0317494, -0.0338379, 9.78895, 
124.704, 1, 0.120794, -0.0360595, 9.86649, 
124.736, 1, -0.0523275, -0.0819804, 9.81153, 
124.768, 1, 0.0486804, -0.0194665, 9.90541, 
124.8, 1, 0.0173323, 0.0545797, 9.85711, 
124.832, 1, 0.00628273, 0.0201732, 9.82019, 
124.864, 1, -0.0456351, 0.0120242, 9.79181, 
124.896, 1, 0.0375584, -0.133391, 9.78566, 
124.928, 1, -0.0829158, -0.0117852, 9.79283, 
124.96, 1, -0.0504166, 0.0108357, 9.77096, 
124.992, 1, 0.0251721, 0.0480174, 9.81328, 
125.024, 1, 0.0202353, 0.0226595, 9.78678, 
125.056, 1, -0.00844451, -0.00928466, 9.85763, 
125.088, 1, -0.0407067, 0.0250683, 9.73912, 
125.12, 1, 0.0699048, 0.054014, 9.64126, 
125.152, 1, 0.0912322, 0.00280287, 9.81911, 
125.184, 1, -0.0260877, -0.00970028, 9.83577, 
125.216, 1, 0.000969946, -0.036588, 9.752, 
125.248, 1, 0.0570543, -0.00210992, 9.72637, 
125.28, 1, 0.0567902, -0.0310498, 9.79759, 
125.312, 1, 0.0793379, -0.00160807, 9.83742, 
125.344, 1, 0.0059656, -0.0109686, 9.77416, 
125.376, 1, -0.035719, -0.00679033, 9.89413, 
125.408, 1, 0.0847424, 0.0259167, 9.82081, 
125.44, 1, -0.018854, 0.0141252, 9.80427, 
125.472, 1, 0.0304658, -0.0380421, 9.79609, 
125.504, 1, -0.04189, 0.0173943, 9.80461, 
125.536, 1, -0.0179395, -0.0223614, 9.80057, 
125.568, 1, 0.0483051, 0.0208782, 9.79524, 
125.6, 1, 0.0116288, 0.0852999, 9.86941, 
125.632, 1, 0.0554475, 0.0834137, 9.7789, 
125.664, 1, 0.0892101, -0.064535, 9.86728, 
125.696, 1, 0.037491, 0.0822566, 9.82932, 
125.728, 1, -0.0857846, 0.0252199, 9.80243, 
125.76, 1, 0.00026652, 0.0480292, 9.76601, 
125.792, 1, -0.0819412, 0.00212505, 9.81638, 
125.824, 1, 0.0336356, 0.0804387, 9.75212, 
125.856, 1, -0.0150674, 0.0188091, 9.79196, 
125.888, 1, 0.0634985, 0.0385848, 9.7074, 
125.92, 1, -0.018819, -0.0540121, 9.79702, 
125.952, 1, 0.0486698, 0.0269736, 9.87983, 
125.984, 1, 0.0654799, 0.0192262, 9.78498, 
126.016, 1, 0.00630881, 0.0495248, 9.8303, 
126.048, 1, -0.0144034, 0.00813363, 9.81578, 
