time, light, accx, accy, accz,
33.312, 2.07393, 0.00360825, -0.0690246, 9.7087, 
33.344, 2.17446, -0.0148409, -0.116362, 9.86225, 
33.376, 2.07148, 0.0370503, 0.0114684, 9.84394, 
33.408, 2.0708, 0.0448414, -0.0273587, 9.83507, 
33.44, 2.18661, -0.00181418, 0.0850254, 9.773, 
33.472, 2.07529, -0.0432704, 0.00718095, 9.77293, 
33.504, 2.09552, 0.0199154, -0.0255539, 9.81137, 
33.536, 2.18626, -0.0380059, 0.0344975, 9.82626, 
33.568, 2.10311, 0.0365098, 0.0450184, 9.77664, 
33.6, 2.19703, 0.00573496, -0.0453762, 9.82146, 
33.632, 2.17058, -0.0141276, -0.0900578, 9.8188, 
33.664, 2.09754, 0.02154, -0.0287181, 9.78876, 
33.696, 2.16722, -0.0081869, 0.0853322, 9.84185, 
33.728, 2.19651, -0.00653429, 0.0444107, 9.85255, 
33.76, 2.08912, -0.0125924, -0.0735345, 9.80938, 
33.792, 2.16658, -0.0760172, -0.0453089, 9.89776, 
33.824, 2.07789, -0.0586056, -0.0449793, 9.83264, 
33.856, 2.08187, -0.015089, -0.0495713, 9.74548, 
33.888, 2.16806, 0.111406, -0.0656633, 9.89182, 
33.92, 2.09823, 0.021407, 0.0283231, 9.75991, 
33.952, 2.17166, 0.0186728, -0.0275779, 9.75182, 
33.984, 2.19701, 0.00180844, 0.0202408, 9.90931, 
34.016, 2.08437, 0.0698543, 0.0474365, 9.82306, 
34.048, 2.20013, -0.0632057, 0.0197757, 9.76299, 
34.08, 2.20293, 0.054052, -0.0746846, 9.81561, 
34.112, 2.10472, 0.0248832, 0.00734835, 9.86885, 
34.144, 2.19049, 0.00583946, -0.0867678, 9.79159, 
34.176, 2.08265, 0.0473923, -0.0305202, 9.86143, 
34.208, 2.09666, -0.105579, 0.0372501, 9.70853, 
34.24, 2.20554, -0.0366503, -0.0845565, 9.82521, 
34.272, 2.09023, 0.0245817, 0.0193264, 9.84595, 
34.304, 2.08554, 0.00393342, 0.0304147, 9.86374, 
34.336, 2.18555, 0.055406, 0.0494143, 9.82988, 
34.368, 2.10799, -0.0949002, 0.0235368, 9.81369, 
34.4, 2.20283, -0.0375512, 0.0791792, 9.84369, 
34.432, 2.1798, -0.0756685, 0.0675858, 9.76846, 
34.464, 2.07997, 0.0274143, 0.0176483, 9.74983, 
34.496, 2.18958, -0.0092348, -0.00730984, 9.81828, 
34.528, 2.18032, -0.0173958, 0.0619192, 9.77352, 
34.56, 2.0809, -0.0536483, -0.0340889, 9.82436, 
34.592, 2.19354, -0.0221986, 0.0262779, 9.8435, 
34.624, 2.08434, 0.0282525, -0.0741185, 9.82901, 
34.656, 2.08569, -0.0106241, -0.0125322, 9.85507, 
34.688, 2.19686, 0.00126638, -0.127917, 9.81332, 
34.72, 2.10233, -0.0193392, -0.0600885, 9.83598, 
34.752, 2.19891, 0.0817566, -0.088821, 9.85386, 
34.784, 2.20772, -0.0103429, -0.0198159, 9.86268, 
34.816, 2.11602, -0.0442481, -0.000420956, 9.79471, 
34.848, 2.19372, 0.0742217, -0.0880433, 9.71513, 
34.88, 2.18745, -0.0568955, 0.0125095, 9.81623, 
34.912, 2.08798, -0.0464748, -0.00759939, 9.7936, 
34.944, 2.18503, -0.0152783, -0.0795506, 9.83046, 
34.976, 2.0879, 0.0369474, 0.0188798, 9.74928, 
35.008, 2.08296, 0.0557173, -0.100167, 9.70254, 
35.04, 2.21253, 0.0228795, 0.0102762, 9.76118, 
35.072, 2.11578, 0.111932, -0.124003, 9.6798, 
35.104, 2.1156, -0.0249494, 0.0832278, 9.83597, 
35.136, 2.18406, 0.0711624, -0.0910754, 9.76545, 
35.168, 2.10456, -0.0165042, -0.195307, 9.8434, 
35.2, 2.21141, -0.0345202, 0.0262597, 9.79206, 
35.232, 2.18386, 0.0600493, 0.0693457, 9.73935, 
35.264, 2.10977, 0.0490097, 0.00755286, 9.80745, 
35.296, 2.20541, -0.0209992, 0.127885, 9.81338, 
35.328, 2.18642, -0.0190116, 0.0109259, 9.82929, 
35.36, 2.08772, -0.0582342, -0.107249, 9.74632, 
35.392, 2.19366, 0.0323035, -0.14726, 9.80979, 
35.424, 2.11681, 0.0618972, -0.135386, 9.71241, 
35.456, 2.1231, 0.0502766, 0.0279748, 9.80447, 
35.488, 2.21489, 0.0589848, 0.0637229, 9.79931, 
35.52, 2.11268, -0.0112432, 0.0180918, 9.81271, 
35.552, 2.21984, -0.0634699, 0.0227694, 9.88185, 
35.584, 2.21925, 0.049806, -0.0420574, 9.7668, 
35.616, 2.10001, 0.044004, -0.0389799, 9.81961, 
35.648, 2.22219, -0.0313033, -0.0759702, 9.76184, 
35.68, 2.20143, -0.0124905, 0.0115774, 9.85988, 
35.712, 2.11242, -0.0269965, 0.034096, 9.77908, 
35.744, 2.21269, -0.00633189, -0.0295498, 9.7796, 
35.776, 2.09148, 0.0146336, -0.0959325, 9.83699, 
35.808, 2.10008, 0.0347262, -0.0894541, 9.85671, 
35.84, 2.21503, 0.0754685, 0.00622152, 9.75263, 
35.872, 2.12517, -0.00771406, 0.036196, 9.79036, 
35.904, 2.11856, -0.0131498, 0.0880358, 9.75915, 
35.936, 2.208, -0.0434639, -0.0429479, 9.8032, 
35.968, 2.10514, -0.0564466, 0.00518073, 9.84699, 
36, 2.2141, 0.0554945, -0.00834259, 9.78861, 
36.032, 2.20835, -0.0143063, -0.0236969, 9.8833, 
36.064, 2.10326, -0.00683467, -0.012214, 9.81506, 
36.096, 2.20039, -0.00250538, 0.0149712, 9.66643, 
36.128, 2.20337, 0.0341866, 0.04795, 9.75491, 
36.16, 2.12771, 0.0553879, 0.0354853, 9.87839, 
36.192, 2.21561, 0.0123658, 0.0456183, 9.79461, 
36.224, 2.09641, -0.00914283, -0.0274065, 9.8131, 
36.256, 2.09907, -0.025649, 0.0804495, 9.83572, 
36.288, 2.22936, -0.0368245, -0.0451535, 9.88028, 
36.32, 2.13276, 0.00395696, 0.0218864, 9.79824, 
36.352, 2.19649, 0.00416826, 0.0432858, 9.86078, 
36.384, 2.20003, -0.0341137, -0.0956019, 9.80052, 
36.416, 2.09778, -0.141859, -0.0373709, 9.80966, 
36.448, 2.20106, 0.0482898, -0.0687334, 9.8556, 
36.48, 2.21396, 0.0125166, -0.120976, 9.89717, 
36.512, 2.10954, -0.0481087, 0.0881255, 9.78826, 
36.544, 2.21517, 0.101108, 0.0799702, 9.87807, 
36.576, 2.12597, -0.017448, -0.00935508, 9.77516, 
36.608, 2.11027, 0.0546475, -0.0358621, 9.72949, 
36.64, 2.21647, 0.0722647, 0.0421305, 9.81805, 
36.672, 2.13141, -0.0262608, 0.0304495, 9.79323, 
36.704, 2.10738, -0.0252611, -0.0456082, 9.81849, 
36.736, 2.19974, -0.0832234, -0.0262001, 9.83023, 
36.768, 2.12252, -0.00960762, 3.53432e-05, 9.77767, 
36.8, 2.23399, -0.0312913, 0.0945639, 9.75105, 
36.832, 2.22562, -0.0101879, -0.00711256, 9.75829, 
36.864, 2.10327, -0.0321426, 0.0982264, 9.82801, 
36.896, 2.21417, -0.0340738, 0.0497095, 9.80007, 
36.928, 2.21581, 0.0826519, 0.0192947, 9.8182, 
36.96, 2.12265, 0.0173014, 0.0656732, 9.7841, 
36.992, 2.21634, -0.0475314, 0.0422788, 9.75481, 
37.024, 2.11741, -0.00443854, -0.0396224, 9.81164, 
37.056, 2.1203, 0.00209361, 0.0345873, 9.79445, 
37.088, 2.20136, -0.0911478, -0.0271326, 9.81995, 
37.12, 2.10687, 0.0382735, 6.6235e-05, 9.87123, 
37.152, 2.22715, 0.0556943, -0.148161, 9.85695, 
37.184, 2.20652, -0.00275624, 0.0193953, 9.74453, 
37.216, 2.12222, -0.0632861, 0.0345941, 9.79554, 
37.248, 2.22838, 0.0998404, -0.00879886, 9.86678, 
37.28, 2.2359, -0.0676998, 0.0902147, 9.76979, 
37.312, 2.11447, -0.0530829, -0.0591748, 9.80677, 
37.344, 2.23611, -0.0621985, 0.0596809, 9.84795, 
37.376, 2.12175, -0.0853824, -0.0249278, 9.872, 
37.408, 2.12233, 0.100967, 0.0702017, 9.81807, 
37.44, 2.22023, -0.0539306, -0.0133883, 9.79276, 
37.472, 2.12417, 0.0554731, 0.0673689, 9.8102, 
37.504, 2.1405, -0.0368525, -0.0863376, 9.77723, 
37.536, 2.23346, -0.00425948, 0.0189739, 9.8288, 
37.568, 2.12434, 0.0126831, 0.00388895, 9.83876, 
37.6, 2.21722, 0.0691173, -0.0382756, 9.80866, 
37.632, 2.24298, -0.075951, 0.130742, 9.84048, 
37.664, 2.1273, 0.0834018, -0.0321767, 9.76213, 
37.696, 2.24008, -0.0933807, 0.0682368, 9.71141, 
37.728, 2.22224, -0.0863248, -0.0168948, 9.84164, 
37.76, 2.14167, -0.0339711, -0.0272951, 9.74905, 
37.792, 2.23184, -0.00500906, 0.0542842, 9.81104, 
37.824, 2.12612, 0.0418315, 0.0503351, 9.7758, 
37.856, 2.12989, 0.0389851, 0.0321364, 9.78057, 
37.888, 2.21362, -0.032794, 0.00693408, 9.81942, 
37.92, 2.13142, 0.000525672, 0.107926, 9.71898, 
37.952, 2.22304, -0.0308283, 0.023219, 9.82428, 
37.984, 2.20842, 0.0778597, 0.0171851, 9.7804, 
38.016, 2.12031, -0.0297386, 0.0474287, 9.6983, 
38.048, 2.22088, -0.0161055, -0.0181155, 9.7699, 
38.08, 2.23922, 0.00195741, -0.0669451, 9.80984, 
38.112, 2.12475, 0.0185511, 0.0505986, 9.80011, 
38.144, 2.21514, 0.0235555, 0.0368653, 9.72524, 
38.176, 2.1249, -0.0324039, 0.060582, 9.76247, 
38.208, 2.13687, -0.0300235, 0.0878244, 9.79995, 
38.24, 2.23311, 0.0716088, -0.0115699, 9.81699, 
38.272, 2.12262, 0.0834185, -0.030703, 9.73379, 
38.304, 2.1442, 0.0220759, -0.0016156, 9.81922, 
38.336, 2.21128, -0.0078481, -0.0807088, 9.98185, 
38.368, 2.12814, 0.142116, 0.0431313, 9.86203, 
38.4, 2.21228, 0.0398015, -0.0355202, 9.77281, 
38.432, 2.2369, -0.0425643, -0.0194928, 9.8443, 
38.464, 2.11325, -0.0237075, 0.0145851, 9.76271, 
38.496, 2.22591, 0.00515402, -0.0342709, 9.81581, 
38.528, 2.24304, -0.0786486, -0.0228589, 9.8192, 
38.56, 2.13608, 0.0159338, -0.0472197, 9.79837, 
38.592, 2.22903, 0.00869913, 0.00156308, 9.7807, 
38.624, 2.12272, -0.0550892, -0.0728737, 9.77303, 
38.656, 2.1163, -0.0715225, 0.0845175, 9.79186, 
38.688, 2.23263, 0.000428506, -0.0292384, 9.76986, 
38.72, 2.13212, -0.0595587, -0.0396299, 9.7881, 
38.752, 2.22839, -0.0663111, -0.0410293, 9.89972, 
38.784, 2.22983, 0.0454053, -0.028998, 9.76683, 
38.816, 2.11478, -0.0204581, 0.105056, 9.7774, 
38.848, 2.21934, -0.109707, -0.021774, 9.85563, 
38.88, 2.21903, 0.0831942, 0.0768469, 9.72838, 
38.912, 2.14072, -0.0108763, -0.0304123, 9.83764, 
38.944, 2.21978, -0.0680366, 0.0271546, 9.81964, 
38.976, 2.12994, 0.0256193, 0.00976657, 9.7624, 
39.008, 2.13881, 0.0609468, -0.0187175, 9.89682, 
39.04, 2.2532, 0.0656923, 0.0096688, 9.70129, 
39.072, 2.1487, 0.00611367, 0.00380852, 9.78232, 
39.104, 2.13398, 0.0590789, 0.0393631, 9.80189, 
39.136, 2.23684, -0.048355, -0.11845, 9.80534, 
39.168, 2.11996, 0.00289472, -0.0618283, 9.89817, 
39.2, 2.2485, 0.0976175, -0.0165558, 9.82266, 
39.232, 2.23505, 0.0316662, -0.0359406, 9.74155, 
39.264, 2.13379, 0.0161739, -0.0325937, 9.79006, 
39.296, 2.23965, 0.015214, 0.0761974, 9.83641, 
39.328, 2.24973, 0.0320039, 0.0615632, 9.82541, 
39.36, 2.12654, 0.053509, 0.0246714, 9.79521, 
39.392, 2.25021, -0.0439304, -0.0685911, 9.69871, 
39.424, 2.12667, -0.0350184, -0.0468483, 9.79718, 
39.456, 2.1384, 0.00270864, 0.017079, 9.73004, 
39.488, 2.2469, -0.05366, -0.0604919, 9.96044, 
39.52, 2.11351, -0.0225157, 0.00369818, 9.76185, 
39.552, 2.2234, 0.0168615, -0.088601, 9.86208, 
39.584, 2.22126, -0.0402424, 0.0625506, 9.87055, 
39.616, 2.1284, 0.0284127, 0.0118688, 9.86067, 
39.648, 2.23375, 0.0543093, 0.0233946, 9.74141, 
39.68, 2.24277, -0.0623687, 0.0470727, 9.74533, 
39.712, 2.14208, -0.102518, 0.0398526, 9.78514, 
39.744, 2.23031, 0.0619587, 0.0285827, 9.77471, 
39.776, 2.13641, 0.0610652, -0.0135162, 9.75903, 
39.808, 2.13163, 0.0997388, 0.0515373, 9.74519, 
39.84, 2.22712, 0.0635887, 0.024015, 9.83382, 
39.872, 2.14069, 0.0581102, 0.0544539, 9.91074, 
39.904, 2.14504, -0.0258192, 0.0569523, 9.7916, 
39.936, 2.25479, -0.0450795, -0.108594, 9.74665, 
39.968, 2.12188, 0.0491257, -0.059305, 9.77846, 
40, 2.23381, 0.010352, -0.0886224, 9.78365, 
40.032, 2.22265, 0.0502863, -0.0172369, 9.78027, 
40.064, 2.12434, 0.0464124, 0.0590864, 9.90353, 
40.096, 2.22227, 0.00265938, -0.0104326, 9.8164, 
40.128, 2.24913, 0.103315, -0.0898074, 9.89856, 
40.16, 2.13301, 0.0422951, 0.0142952, 9.82399, 
40.192, 2.24593, -0.0213011, -0.00118449, 9.81273, 
40.224, 2.13774, 0.141182, 0.0165679, 9.86875, 
40.256, 2.1357, 0.0183306, 0.0264132, 9.78849, 
40.288, 2.23081, -0.00156897, 0.0864207, 9.77009, 
40.32, 2.13043, 0.045496, -0.0931314, 9.86444, 
40.352, 2.25066, 0.0753709, -0.0147232, 9.87778, 
40.384, 2.24269, -0.0058771, -0.0225232, 9.82055, 
40.416, 2.15369, -0.0211244, 0.0341841, 9.7119, 
40.448, 2.23642, 0.0999623, 0.0066218, 9.80483, 
40.48, 2.23507, 0.0336168, 0.069825, 9.82553, 
40.512, 2.15355, 0.0217874, -0.00371432, 9.75271, 
40.544, 2.23004, 0.0695853, 0.0733671, 9.79703, 
40.576, 2.12427, 0.0281537, 0.0653026, 9.78591, 
40.608, 2.12321, 0.0438113, 0.0741615, 9.84843, 
40.64, 2.21588, -0.0394323, 0.0126388, 9.80232, 
40.672, 2.12327, -0.0693289, -0.0546016, 9.78177, 
40.704, 2.11974, 0.0312385, 0.00190054, 9.82405, 
40.736, 2.23572, 0.0281747, 0.00410786, 9.79732, 
40.768, 2.12756, 0.00243876, -0.0351806, 9.73009, 
40.8, 2.25039, -0.0362555, -0.027168, 9.75994, 
40.832, 2.21862, -0.0102799, -0.00582654, 9.81955, 
40.864, 2.13977, -0.0526924, 0.0757161, 9.80588, 
40.896, 2.2404, 0.0553723, -0.0262276, 9.75798, 
40.928, 2.22857, 0.00100146, -0.0354367, 9.79762, 
40.96, 2.14384, 0.0196964, -0.0180109, 9.86538, 
40.992, 2.21926, -0.081586, -0.0213172, 9.77779, 
41.024, 2.13783, -0.0426473, 0.0924452, 9.79446, 
41.056, 2.14238, -0.0916927, 0.0176231, 9.90301, 
41.088, 2.22926, 0.0110898, 0.0908713, 9.86054, 
41.12, 2.14941, -0.108241, 0.0479696, 9.90588, 
41.152, 2.22592, 0.00543857, -0.0320164, 9.83078, 
41.184, 2.22638, 0.070925, 0.00438256, 9.81234, 
41.216, 2.11325, 0.0377724, 0.0185947, 9.75882, 
41.248, 2.2163, -0.0201346, 0.00472312, 9.88544, 
41.28, 2.21504, -0.0414338, 0.0189017, 9.8544, 
41.312, 2.12221, -0.0583416, 0.0243692, 9.87207, 
41.344, 2.25165, 0.0450194, -0.00813961, 9.77643, 
41.376, 2.1233, 0.00306259, 0.0555829, 9.81111, 
41.408, 2.13364, 0.0474628, -0.0727327, 9.8437, 
41.44, 2.23428, 0.0483792, -0.0224829, 9.89561, 
41.472, 2.14264, -0.0322395, -0.0812098, 9.8043, 
41.504, 2.15163, 0.0218283, -0.0788147, 9.83183, 
41.536, 2.21571, 0.0204595, -0.030015, 10.1743, 
41.568, 2.11864, -0.0906255, 0.0642458, 9.82343, 
41.6, 2.22582, -0.0373535, 0.173716, 9.62231, 
41.632, 2.23073, 0.0100107, 0.0528241, 9.79548, 
41.664, 2.1339, 0.168988, 0.152235, 10.898, 
41.696, 2.24005, -0.0198812, -0.127258, 9.86909, 
41.728, 2.24271, 0.323465, 0.023615, 9.85711, 
41.76, 2.13923, 0.114874, -0.0437406, 9.18698, 
41.792, 2.24728, 0.75848, 0.332393, 10.0543, 
41.824, 2.12191, 0.485917, 0.192599, 7.64991, 
41.856, 2.1153, 1.21382, 0.684837, 23.2629, 
41.888, 2.2377, 0.0239186, 0.0934938, 10.1584, 
41.92, 2.13503, -0.0499463, -0.0188292, 9.84904, 
41.952, 2.24049, -0.485196, 0.311329, 9.44818, 
41.984, 2.22676, -0.405684, 0.0960919, 9.27485, 
42.016, 2.14233, 0.0378763, 0.0297868, 9.77843, 
42.048, 2.24705, 0.0162617, -0.0593248, 9.69248, 
42.08, 2.2321, 0.0313137, 0.0497482, 9.67806, 
42.112, 2.11068, 0.138841, 0.0772751, 9.6257, 
42.144, 2.2401, 0.0193032, -0.00115216, 9.80445, 
42.176, 2.14055, -0.0766655, 0.031262, 9.76675, 
42.208, 2.13533, 0.0213028, -0.00854026, 9.70678, 
42.24, 2.20836, 0.0348108, 0.104011, 9.77132, 
42.272, 2.10738, -0.0275722, 0.0834973, 10.1683, 
42.304, 2.10887, 0.0805948, -0.00653382, 9.80649, 
42.336, 2.24605, -0.0324086, 0.0879037, 9.85343, 
42.368, 2.13805, -0.0966062, 0.0821523, 9.82097, 
42.4, 2.22934, -0.107798, 0.0449045, 9.81074, 
42.432, 2.22553, 0.0252911, 0.0447388, 9.78587, 
42.464, 2.10727, 0.00888082, 0.0569706, 9.86962, 
42.496, 2.21656, -0.0442034, -0.0965907, 9.8408, 
42.528, 2.21321, 0.0529198, 0.0483615, 9.81426, 
42.56, 2.13222, 0.0715538, 0.00535571, 9.8206, 
42.592, 2.20483, 0.101339, 0.04071, 9.80252, 
42.624, 2.13647, 0.0255373, -0.0583405, 9.80951, 
42.656, 2.13347, 0.0498075, 0.0874052, 9.8259, 
42.688, 2.23139, 0.136662, -0.122883, 9.76993, 
42.72, 2.12939, 0.0744077, 0.0320745, 9.84554, 
42.752, 2.23799, 0.00111493, 0.0668367, 9.77986, 
42.784, 2.24096, -0.0285237, -0.0220735, 9.8549, 
42.816, 2.12987, 0.0418821, 0.0511947, 9.83734, 
42.848, 2.20901, 0.0682955, -0.0867758, 9.73872, 
42.88, 2.2214, 0.0474568, -0.0154513, 9.83677, 
42.912, 2.13974, 0.0222508, 0.00277132, 9.72931, 
42.944, 2.20311, 0.0127163, -0.037621, 9.85387, 
42.976, 2.14008, -0.00928993, -0.0200012, 9.8019, 
43.008, 2.12796, 0.0478339, -0.0588396, 9.79778, 
43.04, 2.22467, 0.113385, 0.0380893, 9.83185, 
43.072, 2.13272, 0.212323, -0.0517393, 9.73859, 
43.104, 2.13278, -0.339539, 0.165419, 9.84989, 
43.136, 2.21135, 0.265107, -0.193884, 10.0042, 
43.168, 2.11928, -0.350128, 0.1884, 9.66659, 
43.2, 2.20939, 0.0582105, 0.099232, 9.72404, 
43.232, 2.2152, -0.0090127, 0.076881, 9.8223, 
43.264, 2.10598, 0.00653963, -7.41632e-05, 9.79511, 
43.296, 2.21952, 0.337701, -0.140525, 9.90872, 
43.328, 2.21424, -0.372481, 0.0679387, 9.73096, 
43.36, 2.09938, -0.162076, 0.0260746, 9.80283, 
43.392, 2.22029, 0.00787781, 0.0760443, 9.84822, 
43.424, 2.11708, 0.0890239, 0.0061871, 9.8342, 
43.456, 2.10024, -0.00206402, -0.0190391, 9.82316, 
43.488, 2.22892, -0.0305457, 0.0286638, 9.72799, 
43.52, 2.11945, 0.0108304, 0.0206501, 9.72462, 
43.552, 2.2132, 0.0331615, 0.0252498, 9.84698, 
43.584, 2.23158, -0.0565479, -0.0916316, 9.68982, 
43.616, 2.11663, 0.0260959, -0.0310793, 9.8724, 
43.648, 2.19993, -0.037925, -0.0236964, 9.7406, 
43.68, 2.21133, 0.0726354, -0.038525, 9.8307, 
43.712, 2.12185, -0.0585742, 0.0103634, 9.73745, 
43.744, 2.229, -0.0096666, 0.0686306, 9.83296, 
43.776, 2.12579, -0.025743, -0.0206819, 9.61261, 
43.808, 2.12008, 0.0235611, -0.0258643, 9.80866, 
43.84, 2.22396, 0.0177115, 0.0446422, 9.79564, 
43.872, 2.09232, 0.0430974, -0.0509372, 9.80271, 
43.904, 2.12956, -0.0217606, -0.0201899, 9.77495, 
43.936, 2.20238, -0.00605463, 0.0821205, 9.86895, 
43.968, 2.10513, -0.0863607, -0.00545452, 9.82718, 
44, 2.21811, 0.0582178, -0.0118978, 9.71621, 
44.032, 2.20267, -0.0221881, 0.0567337, 9.8438, 
44.064, 2.12188, -0.0662093, -0.0298542, 9.80451, 
44.096, 2.22299, 0.0161971, -0.0239749, 9.79252, 
44.128, 2.21864, -0.00741393, -0.00662218, 9.80809, 
44.16, 2.10885, 0.0947916, 0.0545744, 9.71492, 
44.192, 2.21369, 0.00640014, -0.0365102, 9.77011, 
44.224, 2.10829, 0.0681047, 0.0984904, 9.76905, 
44.256, 2.1221, 0.02923, -0.038791, 9.80448, 
44.288, 2.19218, -0.105334, 0.0225562, 9.75761, 
44.32, 2.11299, -0.054869, -0.049958, 9.89937, 
44.352, 2.21995, 0.000214571, 0.0390001, 9.85597, 
44.384, 2.2084, 0.00283055, 0.0211566, 9.79466, 
44.416, 2.09693, -0.0222553, 0.00569317, 9.85776, 
44.448, 2.2208, -0.0401387, -0.0374774, 9.82183, 
44.48, 2.18786, 0.0420934, -8.64706e-06, 9.79171, 
44.512, 2.09776, -0.0597603, 0.0432934, 9.78418, 
44.544, 2.18436, 0.0111006, 0.0359371, 9.80287, 
44.576, 2.10433, 0.0357702, -0.0611608, 9.94877, 
44.608, 2.0968, 0.033001, -0.0788547, 9.83712, 
44.64, 2.18041, -0.0504661, -0.0345914, 9.67117, 
44.672, 2.08568, 0.0623162, 0.0238342, 9.8111, 
44.704, 2.09619, 0.104061, -0.0598627, 9.79001, 
44.736, 2.21282, 0.0503187, -0.0554617, 9.81984, 
44.768, 2.11624, -0.0755424, 0.0167982, 9.82818, 
44.8, 2.20798, -0.012886, 0.010019, 9.89205, 
44.832, 2.21499, -0.0976112, 0.0350652, 9.88523, 
44.864, 2.09917, -0.0231713, -0.0569467, 9.73133, 
44.896, 2.21134, 0.0074378, -0.0648077, 9.82184, 
44.928, 2.1954, -0.0288502, 0.0200877, 9.86454, 
44.96, 2.10979, 0.113214, 0.036689, 9.83253, 
44.992, 2.18337, -0.0113266, -0.128811, 9.80482, 
45.024, 2.08828, 0.00618028, -0.0403945, 9.81882, 
45.056, 2.10214, 0.0296694, -0.0227697, 9.84057, 
45.088, 2.19297, -0.0517318, 0.00561003, 9.8585, 
45.12, 2.09912, -0.00612482, -0.0666682, 9.79786, 
45.152, 2.19198, -0.00861922, -0.028375, 9.79874, 
45.184, 2.17775, -0.0811773, -0.0288153, 9.75928, 
45.216, 2.08638, 0.100964, 0.0277641, 9.73751, 
45.248, 2.20199, 0.0377355, 0.0135221, 9.84659, 
45.28, 2.18186, -0.011452, -0.0274597, 9.83197, 
45.312, 2.07821, 0.0642109, 0.00939403, 9.87681, 
45.344, 2.18106, 0.0477558, 0.0501436, 9.68863, 
45.376, 2.08943, -0.0351169, -0.0212854, 9.80864, 
45.408, 2.09109, 0.0620954, 0.0299191, 9.78391, 
45.44, 2.18695, 0.0867946, 0.0270294, 9.819, 
45.472, 2.07569, -0.0298348, -0.0491276, 9.81731, 
45.504, 2.10324, 0.0160594, -0.0408169, 9.72857, 
45.536, 2.19375, -0.0224916, -0.0622607, 9.83947, 
45.568, 2.07556, -0.0432892, 0.0426704, 9.82469, 
45.6, 2.19505, 0.0485974, 0.0314761, 9.82882, 
45.632, 2.19271, 0.0576596, -0.0168585, 9.84786, 
45.664, 2.09944, -0.0431426, 0.0582465, 9.8339, 
45.696, 2.19169, 0.0322621, -0.037915, 9.83066, 
45.728, 2.16436, 0.0464099, 0.0168064, 9.86933, 
45.76, 2.09528, 0.0293099, -0.0490841, 9.86216, 
45.792, 2.16623, -0.00495761, 0.025447, 9.86868, 
45.824, 2.07746, -0.00896903, 0.0304113, 9.77743, 
45.856, 2.08887, 0.0293305, 0.000484945, 9.73491, 
45.888, 2.15654, 0.0826141, -0.0758855, 9.74286, 
45.92, 2.09342, -0.0336992, -0.119428, 9.8465, 
45.952, 2.15589, 0.0685029, -0.0778757, 9.72201, 
45.984, 2.16392, 0.00429751, 0.0643813, 9.7743, 
46.016, 2.07562, -0.0562646, 0.0291836, 9.89045, 
46.048, 2.16875, 0.0281507, 0.00117045, 9.85498, 
46.08, 2.16958, 0.0402583, 0.0429615, 9.84854, 
46.112, 2.06271, -0.00605856, 0.0491812, 9.85669, 
46.144, 2.161, 0.0260256, -0.0422761, 9.89133, 
46.176, 2.07285, -0.0170128, 0.0105501, 9.77975, 
46.208, 2.07321, 0.0340846, 0.0254828, 9.74916, 
46.24, 2.17313, 0.0206839, -0.105717, 9.78949, 
46.272, 2.06767, -0.0186957, -0.0836112, 9.84148, 
46.304, 2.06781, -0.0757647, 0.102476, 9.74326, 
46.336, 2.15065, 0.00820652, -0.0126711, 9.69196, 
46.368, 2.07296, -0.0161711, 0.0375041, 9.87855, 
46.4, 2.15129, -0.0306337, -0.025464, 9.88611, 
46.432, 2.14458, -0.102859, 0.0498101, 9.77971, 
46.464, 2.04825, 0.152517, 0.0290671, 9.7822, 
46.496, 2.13793, 0.0741382, 0.0019083, 9.74362, 
46.528, 2.14123, 0.0478548, -0.128802, 9.76343, 
46.56, 2.02571, -0.0264021, -0.0631673, 9.83597, 
46.592, 2.14804, 0.0512655, -0.0439843, 9.90108, 
46.624, 2.04044, 0.076179, 0.0149008, 9.82028, 
46.656, 2.01372, -0.116926, -0.0875436, 9.82193, 
46.688, 2.11034, -0.0036378, 0.0158139, 9.79365, 
46.72, 2.02883, -0.0476789, 0.0422756, 9.81429, 
46.752, 2.12414, -0.0127492, -0.0398878, 9.77236, 
46.784, 2.1114, -0.0662994, -0.113594, 9.81888, 
46.816, 2.00883, -0.0181303, -0.0839517, 9.72847, 
46.848, 2.1103, 0.0622156, 0.0513232, 9.82076, 
46.88, 2.11263, -0.0320003, 0.0710136, 9.81474, 
46.912, 2.00288, -0.000780162, 0.0310451, 9.81572, 
46.944, 2.07542, 0.00853388, -0.0156202, 9.74322, 
46.976, 2.0074, 0.00209784, -0.0188319, 9.74092, 
47.008, 2.01199, 0.0140574, -0.00513896, 9.73702, 
47.04, 2.09218, 0.0588587, 0.0284672, 9.7904, 
47.072, 1.98764, 0.0348945, -0.0231795, 9.81347, 
47.104, 1.97513, 0.0604014, -0.0759462, 9.76788, 
47.136, 2.08018, -0.0762062, -0.0344542, 9.89334, 
47.168, 1.97488, 0.0445036, -0.00623202, 9.82392, 
47.2, 2.06879, 0.0238968, -0.0283997, 9.78159, 
47.232, 2.06692, -0.0394815, -0.0215207, 9.76249, 
47.264, 1.97165, -0.0945998, 0.0219531, 9.82901, 
47.296, 2.05303, 0.0236555, 0.0255028, 9.76125, 
47.328, 2.06836, -0.0357789, 0.0591138, 9.76385, 
47.36, 1.94834, -0.0166304, -0.0258195, 9.87857, 
47.392, 2.05497, -0.0544704, -0.0472007, 9.82358, 
