time, x, y, heading
0.032, -1.21648e-11, 0, 
0.064, 0.00216486, 2.69295e-14, 
0.096, 0.00429242, -5.42503e-06, 
0.128, 0.00674298, -1.82685e-05, 
0.16, 0.0092295, -3.10927e-05, 
0.192, 0.0117199, -4.38507e-05, 
0.224, 0.0141702, -5.65772e-05, 
0.256, 0.0165962, -6.89738e-05, 
0.288, 0.019039, -8.09074e-05, 
0.32, 0.0214672, -9.23651e-05, 
0.352, 0.0238673, -0.00010322, 
0.384, 0.0262905, -0.000114032, 
0.416, 0.0286988, -0.000124274, 
0.448, 0.0311511, -0.000130448, 
0.48, 0.0335809, -0.000132096, 
0.512, 0.0356399, -0.000130147, 
0.544, 0.0380469, -0.000130078, 
0.576, 0.0400832, -0.000126562, 
0.608, 0.0424872, -0.000124425, 
0.64, 0.0445475, -0.000118838, 
0.672, 0.0469666, -0.000114507, 
0.704, 0.0490605, -0.000106927, 
0.736, 0.0514851, -9.99209e-05, 
0.768, 0.0535421, -9.03113e-05, 
0.8, 0.055606, -8.23121e-05, 
0.832, 0.0580484, -7.47498e-05, 
0.864, 0.0600915, -6.5033e-05, 
0.896, 0.0625426, -5.5135e-05, 
0.928, 0.0645755, -4.39756e-05, 
0.96, 0.0669859, -3.27138e-05, 
0.992, 0.0690264, -1.93852e-05, 
1.024, 0.0714172, -5.75284e-06, 
1.056, 0.0734249, 1.19328e-05, 
1.088, 0.0754424, 2.76528e-05, 
1.12, 0.0774516, 4.42662e-05, 
1.152, 0.0794875, 6.20835e-05, 
1.184, 0.0815394, 7.95937e-05, 
1.216, 0.0836023, 9.76873e-05, 
1.248, 0.0856723, 0.000115796, 
1.28, 0.0877353, 0.00013375, 
1.312, 0.0901218, 0.000154473, 
1.344, 0.0921615, 0.00017705, 
1.376, 0.0942023, 0.000199753, 
1.408, 0.0962721, 0.000222255, 
1.44, 0.0982732, 0.000243981, 
1.472, 0.100727, 0.00027029, 
1.504, 0.102771, 0.000297985, 
1.536, 0.104775, 0.000325044, 
1.568, 0.106804, 0.000352305, 
1.6, 0.108837, 0.000379104, 
1.632, 0.110844, 0.000405311, 
1.664, 0.11331, 0.000436322, 
1.696, 0.115344, 0.000467882, 
1.728, 0.117352, 0.000499012, 
1.76, 0.119404, 0.000530342, 
1.792, 0.121441, 0.000561031, 
1.824, 0.123928, 0.000598027, 
1.856, 0.126226, 0.000638054, 
1.888, 0.128477, 0.000676773, 
1.92, 0.130735, 0.000715398, 
1.952, 0.132985, 0.000753243, 
1.984, 0.135677, 0.000797565, 
2.016, 0.137971, 0.000841793, 
2.048, 0.14024, 0.000884845, 
2.08, 0.141986, 0.000917872, 
2.112, 0.144149, 0.000953764, 
2.144, 0.146286, 0.000990152, 
2.176, 0.14848, 0.00102876, 
2.208, 0.15066, 0.00106816, 
2.24, 0.152797, 0.00110781, 
2.272, 0.15495, 0.00114909, 
2.304, 0.157124, 0.00119191, 
2.336, 0.159271, 0.0012349, 
2.368, 0.161407, 0.00127847, 
2.4, 0.163571, 0.00132373, 
2.432, 0.165701, 0.00136894, 
2.464, 0.167815, 0.0014146, 
2.496, 0.169924, 0.00146109, 
2.528, 0.172028, 0.00150858, 
2.56, 0.174157, 0.0015578, 
2.592, 0.176326, 0.00160861, 
2.624, 0.178418, 0.00165865, 
2.656, 0.180518, 0.00170984, 
2.688, 0.182613, 0.00176165, 
2.72, 0.184734, 0.00181495, 
2.752, 0.186838, 0.00186868, 
2.784, 0.18894, 0.00192337, 
2.816, 0.191014, 0.00197799, 
2.848, 0.19312, 0.00203443, 
2.88, 0.195257, 0.00209246, 
2.912, 0.197604, 0.00215707, 
2.944, 0.199959, 0.00221821, 
2.976, 0.202255, 0.00227435, 
3.008, 0.204567, 0.00232785, 
3.04, 0.206889, 0.00237831, 
3.072, 0.209215, 0.00242544, 
3.104, 0.211526, 0.00246882, 
3.136, 0.213744, 0.00250753, 
3.168, 0.216022, 0.00254395, 
3.2, 0.218276, 0.00257911, 
3.232, 0.220545, 0.00261396, 
3.264, 0.222822, 0.00264819, 
3.296, 0.225122, 0.00268244, 
3.328, 0.22736, 0.00271467, 
3.36, 0.229581, 0.00274586, 
3.392, 0.231822, 0.00277677, 
3.424, 0.234083, 0.00280703, 
3.456, 0.236307, 0.00283578, 
3.488, 0.238539, 0.00286083, 
3.52, 0.240822, 0.00288268, 
3.552, 0.243025, 0.00289953, 
3.584, 0.245237, 0.00291281, 
3.616, 0.247444, 0.00292233, 
3.648, 0.249641, 0.00292794, 
3.68, 0.251825, 0.00292942, 
3.712, 0.254006, 0.00292673, 
3.744, 0.256192, 0.00292002, 
3.776, 0.258356, 0.00290952, 
3.808, 0.260564, 0.00289486, 
3.84, 0.26273, 0.00287648, 
3.872, 0.264893, 0.00285402, 
3.904, 0.267031, 0.00282776, 
3.936, 0.269164, 0.00279762, 
3.968, 0.27132, 0.0027633, 
4, 0.273458, 0.00272554, 
4.032, 0.275572, 0.00268437, 
4.064, 0.277722, 0.00263849, 
4.096, 0.279863, 0.00258883, 
4.128, 0.281956, 0.00253677, 
4.16, 0.284048, 0.00248112, 
4.192, 0.2862, 0.00241999, 
4.224, 0.288323, 0.00235569, 
4.256, 0.29042, 0.00228859, 
4.288, 0.292632, 0.00221384, 
4.32, 0.29481, 0.00214145, 
4.352, 0.297012, 0.00206999, 
4.384, 0.299226, 0.00199998, 
4.416, 0.301447, 0.00193137, 
4.448, 0.303652, 0.00186436, 
4.48, 0.305834, 0.00179575, 
4.512, 0.307988, 0.00172559, 
4.544, 0.310171, 0.00165248, 
4.576, 0.312355, 0.00157733, 
4.608, 0.314542, 0.00150003, 
4.64, 0.316705, 0.00142104, 
4.672, 0.318857, 0.00134043, 
4.704, 0.320975, 0.00125946, 
4.736, 0.323145, 0.00117451, 
4.768, 0.32532, 0.00108712, 
4.8, 0.327453, 0.00099903, 
4.832, 0.329543, 0.000909428, 
4.864, 0.33164, 0.000816225, 
4.896, 0.333793, 0.00071705, 
4.928, 0.335871, 0.000617991, 
4.96, 0.337954, 0.000514989, 
4.992, 0.340067, 0.000406807, 
5.024, 0.342135, 0.000297306, 
5.056, 0.344215, 0.000183673, 
5.088, 0.346321, 6.488e-05, 
5.12, 0.348391, -5.55216e-05, 
5.152, 0.350589, -0.000187007, 
5.184, 0.352788, -0.000325042, 
5.216, 0.354999, -0.000469993, 
5.248, 0.357096, -0.000613596, 
5.28, 0.359229, -0.000764192, 
5.312, 0.361318, -0.000916784, 
5.344, 0.363432, -0.00107632, 
5.376, 0.365565, -0.00124214, 
5.408, 0.367676, -0.00141102, 
5.44, 0.369751, -0.00158176, 
5.472, 0.371837, -0.0017581, 
5.504, 0.373908, -0.00193826, 
5.536, 0.376023, -0.00212713, 
5.568, 0.378101, -0.00231739, 
5.6, 0.380175, -0.00251178, 
5.632, 0.382271, -0.00271301, 
5.664, 0.384377, -0.00291956, 
5.696, 0.386429, -0.00312568, 
5.728, 0.388497, -0.00333762, 
5.76, 0.390531, -0.00355069, 
5.792, 0.392556, -0.0037668, 
5.824, 0.394616, -0.00399123, 
5.856, 0.39667, -0.00421946, 
5.888, 0.398707, -0.00445012, 
5.92, 0.400725, -0.00468259, 
5.952, 0.402788, -0.00492455, 
5.984, 0.404819, -0.00516713, 
6.016, 0.406873, -0.00541705, 
6.048, 0.408884, -0.00566554, 
6.08, 0.410884, -0.005917, 
6.112, 0.412915, -0.0061765, 
6.144, 0.415151, -0.00646714, 
6.176, 0.417359, -0.00675529, 
6.208, 0.419579, -0.00704607, 
6.24, 0.421808, -0.00733878, 
6.272, 0.424037, -0.0076327, 
6.304, 0.42622, -0.00792159, 
6.336, 0.428433, -0.00821562, 
6.368, 0.430602, -0.00850461, 
6.4, 0.432813, -0.00880079, 
6.432, 0.435043, -0.00910087, 
6.464, 0.437249, -0.00939952, 
6.496, 0.439484, -0.00970368, 
6.528, 0.441633, -0.00999762, 
6.56, 0.443758, -0.0102924, 
6.592, 0.445903, -0.0105942, 
6.624, 0.448314, -0.010939, 
6.656, 0.450748, -0.0112873, 
6.688, 0.453192, -0.0116378, 
6.72, 0.455595, -0.0119824, 
6.752, 0.457959, -0.0123219, 
6.784, 0.460382, -0.0126697, 
6.816, 0.46278, -0.013014, 
6.848, 0.465187, -0.0133601, 
6.88, 0.467568, -0.0137029, 
6.912, 0.469975, -0.0140491, 
6.944, 0.472381, -0.0143951, 
6.976, 0.47478, -0.0147402, 
7.008, 0.477192, -0.0150872, 
7.04, 0.479588, -0.015432, 
7.072, 0.482007, -0.0157804, 
7.104, 0.484429, -0.0161303, 
7.136, 0.486822, -0.0164768, 
7.168, 0.48919, -0.0168203, 
7.2, 0.49157, -0.0171657, 
7.232, 0.493972, -0.0175145, 
7.264, 0.496385, -0.0178658, 
7.296, 0.49875, -0.0182105, 
7.328, 0.501126, -0.0185575, 
7.36, 0.5035, -0.0189052, 
7.392, 0.505865, -0.0192522, 
7.424, 0.508287, -0.0196079, 
7.456, 0.510676, -0.0199596, 
7.488, 0.513057, -0.0203104, 
7.52, 0.515424, -0.0206596, 
7.552, 0.517813, -0.0210126, 
7.584, 0.520189, -0.0213649, 
7.616, 0.52255, -0.0217151, 
7.648, 0.524911, -0.0220661, 
7.68, 0.527143, -0.0223979, 
7.712, 0.529368, -0.0227269, 
7.744, 0.531568, -0.0230504, 
7.776, 0.533803, -0.0233771, 
7.808, 0.536009, -0.0236975, 
7.84, 0.538213, -0.0240154, 
7.872, 0.540726, -0.0243756, 
7.904, 0.543206, -0.0247296, 
7.936, 0.545682, -0.0250806, 
7.968, 0.548175, -0.0254312, 
8, 0.550666, -0.02578, 
8.032, 0.553153, -0.0261267, 
8.064, 0.555717, -0.0264824, 
8.096, 0.558256, -0.0268344, 
8.128, 0.560826, -0.0271901, 
8.16, 0.563361, -0.0275406, 
8.192, 0.565935, -0.0278955, 
8.224, 0.568503, -0.0282498, 
8.256, 0.571074, -0.028604, 
8.288, 0.57374, -0.0289702, 
8.32, 0.576382, -0.0293316, 
8.352, 0.579058, -0.0296963, 
8.384, 0.581774, -0.030065, 
8.416, 0.584444, -0.0304267, 
8.448, 0.587103, -0.0307853, 
8.48, 0.589748, -0.0311407, 
8.512, 0.59214, -0.0314544, 
8.544, 0.594475, -0.0317581, 
8.576, 0.596816, -0.0320602, 
8.608, 0.599126, -0.0323553, 
8.64, 0.601459, -0.0326508, 
8.672, 0.603807, -0.0329459, 
8.704, 0.606157, -0.0332394, 
8.736, 0.608513, -0.0335307, 
8.768, 0.610843, -0.033817, 
8.8, 0.613133, -0.0340966, 
8.832, 0.615452, -0.0343776, 
8.864, 0.617769, -0.0346565, 
8.896, 0.620057, -0.0349299, 
8.928, 0.622327, -0.0351991, 
8.96, 0.624651, -0.0354722, 
8.992, 0.626946, -0.03574, 
9.024, 0.629239, -0.0360054, 
9.056, 0.631522, -0.0362675, 
9.088, 0.633807, -0.036528, 
9.12, 0.636074, -0.036785, 
9.152, 0.638345, -0.03704, 
9.184, 0.640619, -0.0372933, 
9.216, 0.64288, -0.0375426, 
9.248, 0.645152, -0.0377913, 
9.28, 0.64738, -0.0380327, 
9.312, 0.649679, -0.0382799, 
9.344, 0.652001, -0.0385258, 
9.376, 0.654346, -0.0387707, 
9.408, 0.656457, -0.0389881, 
9.44, 0.65856, -0.039204, 
9.472, 0.66068, -0.0394214, 
9.504, 0.662797, -0.0396378, 
9.536, 0.664868, -0.0398496, 
9.568, 0.666975, -0.0400648, 
9.6, 0.669071, -0.0402786, 
9.632, 0.671175, -0.0404931, 
9.664, 0.673447, -0.0407249, 
9.696, 0.67551, -0.0409323, 
9.728, 0.677609, -0.0411431, 
9.76, 0.679724, -0.0413547, 
9.792, 0.681809, -0.0415633, 
9.824, 0.683821, -0.0417646, 
9.856, 0.685908, -0.0419729, 
9.888, 0.687986, -0.0421801, 
9.92, 0.69003, -0.0423834, 
9.952, 0.692098, -0.0425889, 
9.984, 0.694155, -0.0427926, 
10.016, 0.696305, -0.0430052, 
10.048, 0.698578, -0.0432355, 
10.08, 0.7008, -0.0434616, 
10.112, 0.703045, -0.0436911, 
10.144, 0.705308, -0.0439234, 
10.176, 0.707538, -0.0441533, 
10.208, 0.709724, -0.0443795, 
10.24, 0.711987, -0.0446142, 
10.272, 0.714199, -0.044845, 
10.304, 0.716605, -0.0450973, 
10.336, 0.719015, -0.0453493, 
10.368, 0.721439, -0.0456022, 
10.4, 0.723846, -0.0458526, 
10.432, 0.726311, -0.0461081, 
10.464, 0.728748, -0.0463603, 
10.496, 0.731166, -0.0466102, 
10.528, 0.733695, -0.0468713, 
10.56, 0.736174, -0.0471289, 
10.592, 0.73859, -0.0473816, 
10.624, 0.741085, -0.0476422, 
10.656, 0.743476, -0.0478935, 
10.688, 0.745964, -0.0481547, 
10.72, 0.748458, -0.0484176, 
10.752, 0.750867, -0.0486726, 
10.784, 0.753346, -0.048934, 
10.816, 0.755849, -0.0491989, 
10.848, 0.758052, -0.0494331, 
10.88, 0.760154, -0.0496584, 
10.912, 0.762286, -0.0498874, 
10.944, 0.764407, -0.0501158, 
10.976, 0.766528, -0.0503448, 
11.008, 0.768673, -0.050577, 
11.04, 0.770787, -0.0508065, 
11.072, 0.772946, -0.0510411, 
11.104, 0.775056, -0.0512719, 
11.136, 0.777156, -0.0515017, 
11.168, 0.77929, -0.0517356, 
11.2, 0.781472, -0.0519751, 
11.232, 0.783591, -0.0522093, 
11.264, 0.785653, -0.0524383, 
11.296, 0.787732, -0.0526689, 
11.328, 0.789853, -0.0529049, 
11.36, 0.791971, -0.0531409, 
11.392, 0.794196, -0.0533889, 
11.424, 0.796364, -0.0536312, 
11.456, 0.798506, -0.0538733, 
11.488, 0.800611, -0.0541128, 
11.52, 0.802759, -0.0543584, 
11.552, 0.804902, -0.054605, 
11.584, 0.807078, -0.0548563, 
11.616, 0.809219, -0.0551053, 
11.648, 0.811345, -0.0553541, 
11.68, 0.813845, -0.0556483, 
11.712, 0.815968, -0.0558944, 
11.744, 0.818056, -0.0561378, 
11.776, 0.820518, -0.0564263, 
11.808, 0.822622, -0.0566679, 
11.84, 0.824766, -0.0569154, 
11.872, 0.826897, -0.0571632, 
11.904, 0.829299, -0.0574444, 
11.936, 0.831382, -0.0576833, 
11.968, 0.833485, -0.0579261, 
12, 0.835609, -0.0581721, 
12.032, 0.838086, -0.0584612, 
12.064, 0.840185, -0.0587023, 
12.096, 0.842668, -0.0589891, 
12.128, 0.845166, -0.059273, 
12.16, 0.847327, -0.0595144, 
12.192, 0.849815, -0.0597944, 
12.224, 0.852283, -0.0600673, 
12.256, 0.854757, -0.0603359, 
12.288, 0.857219, -0.0605989, 
12.32, 0.859696, -0.0608593, 
12.352, 0.862175, -0.0611157, 
12.384, 0.864662, -0.0613684, 
12.416, 0.867143, -0.061616, 
12.448, 0.869644, -0.0618612, 
12.48, 0.872089, -0.0620968, 
12.512, 0.874536, -0.0623284, 
12.544, 0.876974, -0.0625551, 
12.576, 0.879423, -0.0627782, 
12.608, 0.881866, -0.0629965, 
12.64, 0.884351, -0.0632137, 
12.672, 0.886797, -0.0634235, 
12.704, 0.889222, -0.0636271, 
12.736, 0.891677, -0.063829, 
12.768, 0.894143, -0.0640273, 
12.8, 0.896592, -0.0642203, 
12.832, 0.899018, -0.0644067, 
12.864, 0.901475, -0.0645905, 
12.896, 0.903951, -0.0647701, 
12.928, 0.906399, -0.0649419, 
12.96, 0.908844, -0.0651076, 
12.992, 0.911278, -0.0652667, 
13.024, 0.913313, -0.0653945, 
13.056, 0.915734, -0.065547, 
13.088, 0.917786, -0.0656716, 
13.12, 0.920223, -0.0658198, 
13.152, 0.922312, -0.0659421, 
13.184, 0.924765, -0.0660866, 
13.216, 0.927162, -0.0662225, 
13.248, 0.929206, -0.0663334, 
13.28, 0.931642, -0.0664669, 
13.312, 0.933715, -0.0665758, 
13.344, 0.936133, -0.0667034, 
13.376, 0.938182, -0.0668067, 
13.408, 0.940612, -0.06693, 
13.44, 0.94267, -0.0670302, 
13.472, 0.945094, -0.0671491, 
13.504, 0.947317, -0.0672532, 
13.536, 0.949899, -0.0673788, 
13.568, 0.952483, -0.0675016, 
13.6, 0.955086, -0.0676226, 
13.632, 0.95731, -0.0677239, 
13.664, 0.959884, -0.0678455, 
13.696, 0.962454, -0.0679645, 
13.728, 0.964681, -0.068065, 
13.76, 0.967227, -0.0681846, 
13.792, 0.969799, -0.0683023, 
13.824, 0.972379, -0.068418, 
13.856, 0.974551, -0.0685131, 
13.888, 0.977114, -0.0686296, 
13.92, 0.979699, -0.0687451, 
13.952, 0.982042, -0.0688478, 
13.984, 0.984764, -0.0689716, 
14.016, 0.987498, -0.0690927, 
14.048, 0.9902, -0.0692098, 
14.08, 0.992577, -0.06931, 
14.112, 0.995268, -0.0694279, 
14.144, 0.997956, -0.0695429, 
14.176, 1.00031, -0.0696411, 
14.208, 1.00303, -0.0697592, 
14.24, 1.00551, -0.0698644, 
14.272, 1.00761, -0.0699506, 
14.304, 1.01008, -0.0700563, 
14.336, 1.01218, -0.0701434, 
14.368, 1.01466, -0.07025, 
14.4, 1.01716, -0.0703548, 
14.432, 1.01922, -0.0704387, 
14.464, 1.02164, -0.0705404, 
14.496, 1.0241, -0.0706406, 
14.528, 1.02614, -0.0707219, 
14.56, 1.0286, -0.0708234, 
14.592, 1.03108, -0.0709235, 
14.624, 1.03313, -0.0710033, 
14.656, 1.03559, -0.0711029, 
14.688, 1.03768, -0.0711843, 
14.72, 1.04018, -0.0712858, 
14.752, 1.04263, -0.0713831, 
14.784, 1.04502, -0.0714752, 
14.816, 1.04782, -0.0715863, 
14.848, 1.05024, -0.0716776, 
14.88, 1.05303, -0.0717862, 
14.912, 1.05542, -0.0718748, 
14.944, 1.05781, -0.0719659, 
14.976, 1.06059, -0.0720756, 
15.008, 1.06297, -0.0721646, 
15.04, 1.06574, -0.072271, 
15.072, 1.06813, -0.0723583, 
15.104, 1.0709, -0.0724626, 
15.136, 1.07327, -0.0725477, 
15.168, 1.07604, -0.0726507, 
15.2, 1.0784, -0.0727341, 
15.232, 1.08117, -0.0728356, 
15.264, 1.0835, -0.0729172, 
15.296, 1.08587, -0.073003, 
15.328, 1.08863, -0.0731061, 
15.36, 1.09099, -0.0731902, 
15.392, 1.09373, -0.0732904, 
15.424, 1.09607, -0.0733714, 
15.456, 1.09882, -0.0734701, 
15.488, 1.10113, -0.0735488, 
15.52, 1.10386, -0.0736448, 
15.552, 1.10619, -0.0737225, 
15.584, 1.10853, -0.0738033, 
15.616, 1.11127, -0.0739006, 
15.648, 1.11345, -0.073974, 
15.68, 1.11563, -0.0740483, 
15.712, 1.11823, -0.0741372, 
15.744, 1.12044, -0.0742062, 
15.776, 1.12259, -0.0742738, 
15.808, 1.12476, -0.0743424, 
15.84, 1.12695, -0.0744114, 
15.872, 1.12945, -0.0744919, 
15.904, 1.13236, -0.0745914, 
15.936, 1.13523, -0.0746878, 
15.968, 1.13812, -0.0747835, 
16, 1.14097, -0.074876, 
16.032, 1.14343, -0.0749546, 
16.064, 1.14635, -0.0750537, 
16.096, 1.14927, -0.075151, 
16.128, 1.15217, -0.0752459, 
16.16, 1.15505, -0.075338, 
16.192, 1.15746, -0.0754055, 
16.224, 1.15989, -0.0754712, 
16.256, 1.16232, -0.0755346, 
16.288, 1.16475, -0.0755959, 
16.32, 1.16721, -0.0756548, 
16.352, 1.16966, -0.0757112, 
16.384, 1.17206, -0.0757639, 
16.416, 1.17449, -0.0758148, 
16.448, 1.17685, -0.0758621, 
16.48, 1.17917, -0.0759063, 
16.512, 1.18147, -0.075948, 
16.544, 1.18373, -0.0759874, 
16.576, 1.186, -0.076025, 
16.608, 1.18829, -0.0760613, 
16.64, 1.19055, -0.0760956, 
16.672, 1.19287, -0.076129, 
16.704, 1.19517, -0.07616, 
16.736, 1.19747, -0.0761898, 
16.768, 1.19975, -0.0762175, 
16.8, 1.20205, -0.0762432, 
16.832, 1.20404, -0.0762641, 
16.864, 1.20603, -0.07628, 
16.896, 1.20804, -0.0762907, 
16.928, 1.21008, -0.0762963, 
16.96, 1.21206, -0.0762969, 
16.992, 1.21403, -0.0762919, 
17.024, 1.21601, -0.0762813, 
17.056, 1.21802, -0.0762655, 
17.088, 1.21996, -0.0762452, 
17.12, 1.22191, -0.0762198, 
17.152, 1.22389, -0.0761878, 
17.184, 1.22584, -0.0761511, 
17.216, 1.22785, -0.076108, 
17.248, 1.22983, -0.07606, 
17.28, 1.23179, -0.0760074, 
17.312, 1.23358, -0.0759546, 
17.344, 1.23532, -0.0759008, 
17.376, 1.23706, -0.0758447, 
17.408, 1.23881, -0.0757861, 
17.44, 1.24054, -0.0757259, 
17.472, 1.24228, -0.0756653, 
17.504, 1.24404, -0.0756021, 
17.536, 1.24583, -0.0755358, 
17.568, 1.24756, -0.075472, 
17.6, 1.24927, -0.0754066, 
17.632, 1.25102, -0.0753397, 
17.664, 1.25278, -0.0752707, 
17.696, 1.25452, -0.0752022, 
17.728, 1.25631, -0.0751299, 
17.76, 1.25806, -0.0750573, 
17.792, 1.25983, -0.0749845, 
17.824, 1.26159, -0.074911, 
17.856, 1.26335, -0.0748357, 
17.888, 1.26512, -0.0747589, 
17.92, 1.26691, -0.0746794, 
17.952, 1.26867, -0.0746003, 
17.984, 1.27042, -0.0745206, 
18.016, 1.27233, -0.0744323, 
18.048, 1.27421, -0.0743455, 
18.08, 1.27609, -0.0742591, 
18.112, 1.27795, -0.074174, 
18.144, 1.27979, -0.0740905, 
18.176, 1.28169, -0.074004, 
18.208, 1.28357, -0.0739193, 
18.24, 1.28547, -0.0738344, 
18.272, 1.28734, -0.0737507, 
18.304, 1.28921, -0.0736681, 
18.336, 1.29106, -0.0735859, 
18.368, 1.29294, -0.0735037, 
18.4, 1.29478, -0.0734233, 
18.432, 1.29663, -0.0733435, 
18.464, 1.29849, -0.0732633, 
18.496, 1.30038, -0.0731823, 
18.528, 1.30247, -0.073093, 
18.56, 1.30454, -0.0730054, 
18.592, 1.30664, -0.0729169, 
18.624, 1.30874, -0.0728293, 
18.656, 1.31078, -0.0727448, 
18.688, 1.31285, -0.0726595, 
18.72, 1.3149, -0.0725751, 
18.752, 1.31697, -0.072491, 
18.784, 1.31906, -0.0724063, 
18.816, 1.32111, -0.0723237, 
18.848, 1.3232, -0.0722402, 
18.88, 1.32531, -0.0721568, 
18.912, 1.32757, -0.072068, 
18.944, 1.32964, -0.0719846, 
18.976, 1.33174, -0.0719002, 
19.008, 1.33399, -0.0718105, 
19.04, 1.33603, -0.0717269, 
19.072, 1.3383, -0.071634, 
19.104, 1.34035, -0.0715486, 
19.136, 1.34259, -0.0714559, 
19.168, 1.34469, -0.0713672, 
19.2, 1.34692, -0.0712742, 
19.232, 1.34905, -0.0711836, 
19.264, 1.35133, -0.0710885, 
19.296, 1.35358, -0.0709932, 
19.328, 1.35567, -0.0709034, 
19.36, 1.35793, -0.0708074, 
19.392, 1.36022, -0.0707086, 
19.424, 1.36227, -0.0706189, 
19.456, 1.36453, -0.0705214, 
19.488, 1.36682, -0.0704208, 
19.52, 1.36892, -0.0703282, 
19.552, 1.37118, -0.0702292, 
19.584, 1.37345, -0.0701293, 
19.616, 1.37569, -0.070029, 
19.648, 1.37777, -0.0699344, 
19.68, 1.38001, -0.0698342, 
19.712, 1.38226, -0.0697322, 
19.744, 1.38454, -0.0696275, 
19.776, 1.38661, -0.0695312, 
19.808, 1.38889, -0.0694265, 
19.84, 1.39123, -0.0693171, 
19.872, 1.39339, -0.0692115, 
19.904, 1.39556, -0.0691041, 
19.936, 1.39769, -0.0689972, 
19.968, 1.39983, -0.0688879, 
20, 1.40196, -0.0687775, 
20.032, 1.40409, -0.068665, 
20.064, 1.40623, -0.0685505, 
20.096, 1.40836, -0.0684352, 
20.128, 1.4105, -0.0683185, 
20.16, 1.41263, -0.0682003, 
20.192, 1.41476, -0.0680806, 
20.224, 1.41689, -0.0679587, 
20.256, 1.41902, -0.0678355, 
20.288, 1.42112, -0.0677135, 
20.32, 1.42324, -0.0675879, 
20.352, 1.42535, -0.0674614, 
20.384, 1.42743, -0.0673353, 
20.416, 1.42952, -0.0672073, 
20.448, 1.43161, -0.0670777, 
20.48, 1.43372, -0.0669455, 
20.512, 1.43579, -0.0668143, 
20.544, 1.43788, -0.0666807, 
20.576, 1.43993, -0.0665479, 
20.608, 1.44204, -0.0664093, 
20.64, 1.44413, -0.0662709, 
20.672, 1.44622, -0.0661311, 
20.704, 1.44831, -0.0659903, 
20.736, 1.45039, -0.065848, 
20.768, 1.45246, -0.0657059, 
20.8, 1.45454, -0.0655614, 
20.832, 1.4566, -0.0654177, 
20.864, 1.45868, -0.0652707, 
20.896, 1.46078, -0.0651214, 
20.928, 1.46304, -0.0649592, 
20.96, 1.46529, -0.0647999, 
20.992, 1.46753, -0.0646425, 
21.024, 1.46977, -0.0644877, 
21.056, 1.47233, -0.0643126, 
21.088, 1.4746, -0.064153, 
21.12, 1.47708, -0.0639805, 
21.152, 1.47957, -0.0638027, 
21.184, 1.48208, -0.0636178, 
21.216, 1.48431, -0.06345, 
21.248, 1.48681, -0.063264, 
21.28, 1.48931, -0.0630734, 
21.312, 1.49182, -0.0628774, 
21.344, 1.49425, -0.0626826, 
21.376, 1.49646, -0.0625021, 
21.408, 1.49894, -0.0623019, 
21.44, 1.50141, -0.0620987, 
21.472, 1.50389, -0.0618903, 
21.504, 1.50636, -0.0616769, 
21.536, 1.50855, -0.0614846, 
21.568, 1.51101, -0.0612704, 
21.6, 1.51329, -0.0610677, 
21.632, 1.51552, -0.0608658, 
21.664, 1.51775, -0.0606605, 
21.696, 1.51998, -0.0604523, 
21.728, 1.52192, -0.0602677, 
21.76, 1.52416, -0.0600572, 
21.792, 1.52639, -0.059844, 
21.824, 1.52862, -0.0596347, 
21.856, 1.53085, -0.0594291, 
21.888, 1.53307, -0.0592279, 
21.92, 1.53532, -0.0590285, 
21.952, 1.53747, -0.0588406, 
21.984, 1.53964, -0.0586575, 
22.016, 1.54184, -0.0584768, 
22.048, 1.544, -0.0583057, 
22.08, 1.54617, -0.0581386, 
22.112, 1.54834, -0.0579776, 
22.144, 1.55052, -0.0578215, 
22.176, 1.55265, -0.0576743, 
22.208, 1.55504, -0.0575148, 
22.24, 1.55758, -0.0573517, 
22.272, 1.56016, -0.0571888, 
22.304, 1.56272, -0.0570307, 
22.336, 1.56528, -0.0568749, 
22.368, 1.56783, -0.0567219, 
22.4, 1.57037, -0.0565725, 
22.432, 1.57293, -0.0564253, 
22.464, 1.57524, -0.0562939, 
22.496, 1.57756, -0.0561649, 
22.528, 1.57985, -0.0560394, 
22.56, 1.58217, -0.0559144, 
22.592, 1.58421, -0.0558061, 
22.624, 1.58631, -0.0556968, 
22.656, 1.58839, -0.055591, 
22.688, 1.59063, -0.0554799, 
22.72, 1.59267, -0.0553798, 
22.752, 1.59487, -0.0552728, 
22.784, 1.59689, -0.0551731, 
22.816, 1.59911, -0.055064, 
22.848, 1.60114, -0.0549624, 
22.88, 1.6033, -0.054856, 
22.912, 1.60552, -0.0547449, 
22.944, 1.60756, -0.0546406, 
22.976, 1.60974, -0.0545306, 
23.008, 1.61172, -0.054428, 
23.04, 1.61387, -0.0543182, 
23.072, 1.61588, -0.0542134, 
23.104, 1.61804, -0.0541014, 
23.136, 1.62021, -0.0539877, 
23.168, 1.62219, -0.0538812, 
23.2, 1.62435, -0.0537663, 
23.232, 1.62633, -0.0536594, 
23.264, 1.62825, -0.0535562, 
23.296, 1.63018, -0.0534519, 
23.328, 1.6321, -0.0533472, 
23.36, 1.63401, -0.0532419, 
23.392, 1.63593, -0.0531357, 
23.424, 1.63822, -0.0530083, 
23.456, 1.64037, -0.0528858, 
23.488, 1.64267, -0.0527558, 
23.52, 1.64477, -0.0526341, 
